id,name,members,buy_limit,value,high_alch,low_alch,examine
11090,Phoenix necklace,1,10000,4050,2430,1620,"In case of emergency, wear necklace."
11092,Diamond bracelet,1,10000,3825,2295,1530,I wonder if this is valuable.
11095,Abyssal bracelet(5),1,10000,4200,2520,1680,Makes using the Abyss just slightly safer.
11105,Skills necklace(4),1,10000,20200,12120,8080,This will help me travel.
11113,Skills necklace,1,10000,20200,12120,8080,You will need to recharge the necklace at the Legends Guild.
11115,Dragonstone bracelet,1,10000,19125,11475,7650,I wonder if this is valuable.
11118,Combat bracelet(4),1,10000,21040,12624,8416,A handy way to get around.
11126,Combat bracelet,1,10000,21040,12624,8416,You will need to recharge the bracelet at the Legends Guild.
11128,Berserker necklace,1,70,202000,121200,80800,Makes obsidian weapons even stronger!
11130,Onyx bracelet,1,10000,201000,120600,80400,"Yep, this is most definitely valuable!"
11133,Regen bracelet,1,70,202000,121200,80800,Helps to restore Hitpoints.
11200,Dwarven helmet,1,50,60000,36000,24000,A sturdy helmet that belonged to Rupert the Beard.
11205,Shrunk ogleroot,1,15,2,1,1,A shrunk ogleroot! How odd...
11212,Dragon arrow,1,11000,800,480,320,An arrow made using a dragon's talon.
11227,Dragon arrow(p),1,11000,800,480,320,Venomous-looking arrows.
11228,Dragon arrow(p+),1,11000,800,480,320,Venomous-looking arrows.
11229,Dragon arrow(p++),1,11000,800,480,320,Venomous-looking arrows.
11230,Dragon dart,1,11000,500,300,200,A deadly throwing dart with a dragon tip.
11231,Dragon dart(p),1,11000,500,300,200,A deadly poisoned dart with a dragon tip.
11232,Dragon dart tip,1,11000,250,150,100,A deadly looking dragon dart tip - needs feathers for flight.
11233,Dragon dart(p+),1,11000,500,300,200,A deadly poisoned dart with a dragon tip.
11234,Dragon dart(p++),1,11000,500,300,200,A deadly poisoned dart with a dragon tip.
11235,Dark bow,1,8,120002,72001,48000,A bow from a darker dimension.
11237,Dragon arrowtips,1,10000,500,300,200,"Dragon talons, usable as arrowheads."
11238,Baby impling jar,1,18000,50,30,20,Baby impling in a jar. That's a bit cruel.
11240,Young impling jar,1,18000,50,30,20,"A young impling in a jar. Don't trap me, man."
11242,Gourmet impling jar,1,18000,50,30,20,A gourmet impling in a jar.
11244,Earth impling jar,1,18000,50,30,20,Earth impling in a jar.
11246,Essence impling jar,1,18000,50,30,20,Essence impling in a jar.
11248,Eclectic impling jar,1,18000,50,30,20,Eclectic impling in a jar.
11250,Nature impling jar,1,18000,50,30,20,Nature impling in a jar.
11252,Magpie impling jar,1,18000,50,30,20,Magpie impling in a jar.
11254,Ninja impling jar,1,18000,50,30,20,Ninja impling in a jar.
11256,Dragon impling jar,1,18000,50,30,20,Dragon impling in a jar.
11260,Impling jar,1,13000,1,1,1,It's got little holes in the top.
11280,Cavalier mask,1,150,200,120,80,I hope I don't meet any roundheads...
11284,Dragonfire shield,1,8,2000000,1200000,800000,"A heavy shield with a snarling, draconic visage."
11286,Draconic visage,1,5,750000,450000,300000,It looks like this could be attached to a shield somehow.
11324,Roe,1,13000,20,12,8,"Roe, or cheap fishy eggs."
11326,Caviar,1,13000,50,30,20,"Caviar, or expensive fishy eggs."
11328,Leaping trout,1,13000,2,1,1,A sad-looking trout.
11330,Leaping salmon,1,13000,3,1,1,Some non-tasty salmon.
11332,Leaping sturgeon,1,13000,4,2,1,A bloated sturgeon.
11334,Fish offcuts,1,8000,1,1,1,Slices of inedible fish.
11335,Dragon full helm,1,8,150000,90000,60000,Protects your head and looks impressive too.
11367,Bronze hasta,1,125,26,15,10,"A bronze-tipped, one-handed hasta."
11369,Iron hasta,1,125,91,54,36,"An iron-tipped, one-handed hasta."
11371,Steel hasta,1,125,325,195,130,"A steel-tipped, one-handed hasta."
11373,Mithril hasta,1,125,845,507,338,"A mithril-tipped, one-handed hasta."
11375,Adamant hasta,1,125,2080,1248,832,"An adamant-tipped, one-handed hasta."
11377,Rune hasta,1,70,20800,12480,8320,"A rune-tipped, one-handed hasta."
11379,Bronze hasta(p),1,125,26,15,10,"A poison tipped, one-handed bronze hasta."
11382,Bronze hasta(p+),1,125,26,15,10,"A poison tipped, one-handed bronze hasta."
11384,Bronze hasta(p++),1,125,26,15,10,"A poison-tipped, one-handed bronze hasta."
11386,Iron hasta(p),1,125,91,54,36,"A poison-tipped, one-handed iron hasta."
11389,Iron hasta(p+),1,125,91,54,36,"A poison-tipped, one-handed iron hasta."
11391,Iron hasta(p++),1,125,91,54,36,"A poison-tipped, one-handed iron hasta."
11393,Steel hasta(p),1,125,325,195,130,"A poison-tipped, one-handed steel hasta."
11396,Steel hasta(p+),1,125,325,195,130,"A poison-tipped, one-handed steel hasta."
11398,Steel hasta(p++),1,125,325,195,130,"A poison-tipped, one-handed steel hasta."
11400,Mithril hasta(p),1,125,845,507,338,"A poison-tipped, one-handed mithril hasta."
11403,Mithril hasta(p+),1,125,845,507,338,"A poison-tipped, one-handed mithril hasta."
11405,Mithril hasta(p++),1,125,845,507,338,"A poison-tipped, one-handed mithril hasta."
11407,Adamant hasta(p),1,125,2080,1248,832,"A poison-tipped, one-handed adamantite hasta."
11410,Adamant hasta(p+),1,125,2080,1248,832,"A poison-tipped, one-handed adamantite hasta."
11412,Adamant hasta(p++),1,125,2080,1248,832,"A poison-tipped, one-handed adamantite hasta."
11414,Rune hasta(p),1,70,20800,12480,8320,"A poison-tipped, one-handed rune hasta."
11417,Rune hasta(p+),1,70,20800,12480,8320,"A poison-tipped, one-handed rune hasta."
11419,Rune hasta(p++),1,70,20800,12480,8320,"A poison-tipped, one-handed rune hasta."
11429,Attack mix(2),1,2000,9,5,3,Two doses of fishy Attack potion.
11431,Attack mix(1),1,2000,6,3,2,One dose of fishy Attack potion.
11433,Antipoison mix(2),1,2000,216,129,86,Two doses of fishy antipoison potion.
11435,Antipoison mix(1),1,2000,144,86,57,One dose of fishy antipoison potion.
11437,Relicym's mix(2),1,2000,150,90,60,Two doses of fishy Relicym's balm.
11439,Relicym's mix(1),1,2000,75,45,30,One dose of fishy Relicym's balm.
11441,Strength mix(1),1,2000,11,6,4,One dose of fishy strength potion.
11443,Strength mix(2),1,2000,13,7,5,Two doses of fishy strength potion.
11445,Combat mix(2),1,2000,105,63,42,Two doses of fishy combat potion.
11447,Combat mix(1),1,2000,52,31,20,One dose of fishy combat potion.
11449,Restore mix(2),1,2000,66,39,26,Two doses of fishy restore potion.
11451,Restore mix(1),1,2000,44,26,17,One dose of fishy restore potion.
11453,Energy mix(2),1,2000,72,43,28,Two doses of fishy energy potion.
11455,Energy mix(1),1,2000,36,21,14,One dose of fishy energy potion.
11457,Defence mix(2),1,2000,90,54,36,Two doses of fishy Defence potion.
11459,Defence mix(1),1,2000,60,36,24,One dose of fishy Defence potion.
11461,Agility mix(2),1,2000,100,60,40,Two doses of fishy Agility potion.
11463,Agility mix(1),1,2000,50,30,20,One dose of fishy Agility potion.
11465,Prayer mix(2),1,2000,114,68,45,Two doses of fishy Prayer potion.
11467,Prayer mix(1),1,2000,76,45,30,One dose of fishy Prayer potion.
11469,Superattack mix(2),1,2000,135,81,54,Two doses of fishy super Attack potion.
11471,Superattack mix(1),1,2000,90,54,36,One dose of fishy super Attack potion.
11473,Anti-poison supermix(2),1,2000,216,129,86,Two doses of fishy super antipoison potion.
11475,Anti-poison supermix(1),1,2000,144,86,57,One dose of fishy super antipoison potion.
11477,Fishing mix(2),1,2000,150,90,60,Two doses of fishy Fishing potion.
11479,Fishing mix(1),1,2000,100,60,40,One dose of fishy Fishing potion.
11481,Super energy mix(2),1,2000,160,96,64,Two doses of fishy super energy potion.
11483,Super energy mix(1),1,2000,90,54,36,One dose of fishy super energy potion.
11485,Super str. mix(2),1,2000,165,99,66,Two doses of fishy super Strength potion.
11487,Super str. mix(1),1,2000,110,66,44,One dose of fishy super Strength potion.
11489,Magic essence mix(2),1,2000,180,108,72,Two doses of fishy Magic essence.
11491,Magic essence mix(1),1,2000,130,78,52,One dose of fishy Magic essence.
11493,Super restore mix(2),1,2000,180,108,72,Two doses of fishy super restore potion.
11495,Super restore mix(1),1,2000,120,72,48,One dose of fishy super restore potion.
11497,Super def. mix(2),1,2000,198,118,79,Two doses of fishy super Defence potion.
11499,Super def. mix(1),1,2000,132,79,52,One dose of fishy super Defence potion.
11501,Antidote+ mix(2),1,2000,216,129,86,Two doses of fishy extra strength antidote potion.
11503,Antidote+ mix(1),1,2000,144,86,57,One dose of fishy extra strength antidote potion.
11505,Antifire mix(2),1,2000,198,118,79,Two doses of fishy anti-firebreath potion.
11507,Antifire mix(1),1,2000,132,79,52,One dose of fishy anti-firebreath potion.
11509,Ranging mix(2),1,2000,216,129,86,Two doses of fishy ranging potion.
11511,Ranging mix(1),1,2000,144,86,57,One dose of fishy ranging potion.
11513,Magic mix(2),1,2000,200,120,80,Two doses of fishy Magic potion.
11515,Magic mix(1),1,2000,150,90,60,One dose of fishy Magic potion.
11517,Hunting mix(2),1,2000,9,5,3,Two doses of fishy Hunter potion.
11519,Hunting mix(1),1,2000,6,3,2,One dose of fishy Hunter potion.
11521,Zamorak mix(2),1,2000,150,90,60,Two doses of fishy Zamorak brew.
11523,Zamorak mix(1),1,2000,125,75,50,One dose of fishy Zamorak brew.
11785,Armadyl crossbow,1,8,990000,594000,396000,A weapon originally developed for Armadyl's forces.
11787,Steam battlestaff,1,8,17000,10200,6800,It's a slightly magical stick.
11789,Mystic steam staff,1,8,45000,27000,18000,It's a slightly magical stick.
11791,Staff of the Dead,1,8,1000005,600003,400002,A ghastly weapon with evil origins.
11798,Godsword blade,1,10000,750000,450000,300000,The blade for the ultimate weapon.
11802,Armadyl godsword,1,8,1250000,750000,500000,"A beautiful, heavy sword."
11804,Bandos godsword,1,8,1250000,750000,500000,A brutally heavy sword.
11806,Saradomin godsword,1,8,1250000,750000,500000,"A gracious, heavy sword."
11808,Zamorak godsword,1,8,1250000,750000,500000,"A terrifying, heavy sword."
11810,Armadyl hilt,1,10000,500000,300000,200000,Brimming with potential.
11812,Bandos hilt,1,10000,500000,300000,200000,Brimming with potential.
11814,Saradomin hilt,1,10000,500000,300000,200000,Brimming with potential.
11816,Zamorak hilt,1,10000,500000,300000,200000,Brimming with potential.
11818,Godsword shard 1,1,11000,250000,150000,100000,A part of the Godsword blade.
11820,Godsword shard 2,1,11000,250000,150000,100000,A part of the Godsword blade.
11822,Godsword shard 3,1,11000,250000,150000,100000,A part of the Godsword blade.
11824,Zamorakian spear,1,8,100005,60003,40002,An evil spear.
11826,Armadyl helmet,1,8,289000,173400,115600,A helmet of great craftsmanship.
11828,Armadyl chestplate,1,8,290000,174000,116000,Armour of great craftsmanship.
11830,Armadyl chainskirt,1,8,289900,173940,115960,A chainskirt of great craftsmanship.
11832,Bandos chestplate,1,8,290010,174006,116004,A sturdy chestplate.
11834,Bandos tassets,1,8,289910,173946,115964,A sturdy pair of tassets.
11836,Bandos boots,1,8,289010,173406,115604,Some sturdy boots.
11838,Saradomin sword,1,8,130000,78000,52000,The incredible blade of an Icyene.
11840,Dragon boots,1,70,20000,12000,8000,These will protect my feet.
11874,Broad arrowheads,1,7000,55,33,22,Arrowheads with broad tips.
11875,Broad bolts,1,7000,55,33,22,Crossbow bolts with broad tips.
11876,Unfinished broad bolts,1,7000,55,33,22,Add feathers to make broad-tipped crossbow bolts.
11889,Zamorakian hasta,1,8,300000,180000,120000,An evil one-handed spear.
11902,Leaf-bladed sword,1,70,68000,40800,27200,A razor-sharp sword.
11905,Trident of the Seas (full),1,8,69000,41400,27600,A weapon from the deep.
11908,Uncharged trident,1,8,68000,40800,27200,"It needs to be charged with death runes, chaos runes, fire runes and coins."
11920,Dragon pickaxe,1,40,97950,58770,39180,"If rocks could feel fear, they'd fear this."
11924,Malediction ward,1,8,45000,27000,18000,"An ancient, evil shield forged by Volcanic heat."
11926,Odium ward,1,8,45000,27000,18000,"An ancient, evil shield forged by Volcanic heat."
11928,Odium shard 1,1,10000,31000,18600,12400,A broken shield piece.
11929,Odium shard 2,1,10000,31000,18600,12400,A broken shield piece.
11930,Odium shard 3,1,10000,31000,18600,12400,A broken shield piece.
11931,Malediction shard 1,1,10000,31000,18600,12400,A broken shield piece.
11932,Malediction shard 2,1,10000,31000,18600,12400,A broken shield piece.
11933,Malediction shard 3,1,10000,31000,18600,12400,A broken shield piece.
11934,Raw dark crab,1,15000,325,195,130,I should try cooking this.
11936,Dark crab,1,10000,320,192,128,This looks tricky to eat.
11940,Dark fishing bait,1,8000,3,1,1,What on earth would eat this?
11943,Lava dragon bones,1,7500,150,90,60,Bones of a lava dragon.
11951,Extended antifire(4),1,2000,440,264,176,4 doses of extended anti-firebreath potion.
11953,Extended antifire(3),1,2000,330,198,132,3 doses of extended anti-firebreath potion.
11955,Extended antifire(2),1,2000,220,132,88,2 doses of extended anti-firebreath potion.
11957,Extended antifire(1),1,2000,110,66,44,1 dose of extended anti-firebreath potion.
11959,Black chinchompa,1,11000,240,144,96,Just plain nasty.
11960,Extended antifire mix(2),1,2000,240,144,96,Two doses of fishy extended anti-firebreath potion.
11962,Extended antifire mix(1),1,2000,160,96,64,One dose of fishy extended anti-firebreath potion.
11964,Amulet of glory (t6),1,5,17625,10575,7050,A very powerful dragonstone amulet.
11968,Skills necklace(6),1,10000,20200,12120,8080,This will help me travel.
11972,Combat bracelet(6),1,10000,21040,12624,8416,A handy way to get around.
11978,Amulet of glory(6),1,10000,17625,10575,7050,A dragonstone amulet with 6 magic charges.
11980,Ring of wealth (5),1,10000,17625,10575,7050,An enchanted ring with five teleport charges.
11990,Fedora,1,4,300,180,120,Makes you look fedorable.
11992,Lava scale,1,11000,50,30,20,A scale from the hide of a lava dragon.
11994,Lava scale shard,1,11000,20,12,8,Ground-up lava dragon scale.
11998,Smoke battlestaff,1,8,15500,9300,6200,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.
12000,Mystic smoke staff,1,8,42500,25500,17000,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.
12002,Occult necklace,1,8,45000,27000,18000,A smokey evil embodies this amulet.
12004,Kraken tentacle,1,70,83340,50004,33336,Ewwww... it's still sucky.
12007,Jar of Dirt,1,4,1,1,1,It's just a jar of dirt.
12193,Ancient robe top,1,8,7000,4200,2800,Ancient Vestments.
12195,Ancient robe legs,1,8,7000,4200,2800,Leggings from the Ancient Vestments.
12197,Ancient cloak,1,8,2000,1200,800,An Ancient cloak.
12199,Ancient crozier,1,8,5000,3000,2000,An Ancient crozier.
12201,Ancient stole,1,8,2500,1500,1000,An Ancient stole.
12203,Ancient mitre,1,8,5000,3000,2000,An Ancient mitre.
12205,Bronze platebody (g),0,4,160,96,64,Bronze platebody with gold trim.
12207,Bronze platelegs (g),0,4,80,48,32,Bronze platelegs with gold trim.
12209,Bronze plateskirt (g),0,4,80,48,32,Bronze plateskirt with gold trim.
12211,Bronze full helm (g),0,4,48,28,19,Bronze full helm with gold trim.
12213,Bronze kiteshield (g),0,4,64,38,25,Bronze kiteshield with gold trim.
12215,Bronze platebody (t),0,4,160,96,64,Bronze platebody with trim.
12217,Bronze platelegs (t),0,4,80,48,32,Bronze platelegs with trim.
12219,Bronze plateskirt (t),0,4,80,48,32,Bronze plateskirt with trim.
12221,Bronze full helm (t),0,4,48,28,19,Bronze full helm with trim.
12223,Bronze kiteshield (t),0,4,64,38,25,Bronze kiteshield with trim.
12225,Iron platebody (t),0,4,560,336,224,Iron platebody with trim.
12227,Iron platelegs (t),0,4,280,168,112,Iron platelegs with trim.
12229,Iron plateskirt (t),0,4,280,168,112,Iron plateskirt with trim.
12231,Iron full helm (t),0,4,160,96,64,Iron full helm with trim.
12233,Iron kiteshield (t),0,4,240,144,96,Iron kiteshield with trim.
12235,Iron platebody (g),0,4,560,336,224,Iron platebody with gold trim.
12237,Iron platelegs (g),0,4,280,168,112,Iron platelegs with gold trim.
12239,Iron plateskirt (g),0,4,280,168,112,Iron plateskirt with gold trim.
12241,Iron full helm (g),0,4,160,96,64,Iron full helm with gold trim.
12243,Iron kiteshield (g),0,4,240,144,96,Iron kiteshield with gold trim.
12245,Beanie,1,4,600,360,240,Weeeeeee!
12247,Red beret,1,4,80,48,32,Parlez-vous francais?
12249,Imp mask,1,4,2000,1200,800,What mischief can I get up to with this?
12251,Goblin mask,1,4,2000,1200,800,Let's start a flash mob!
12253,Armadyl robe top,1,8,7000,4200,2800,Armadyl Vestments.
12255,Armadyl robe legs,1,8,7000,4200,2800,Leggings from the Armadyl Vestments.
12257,Armadyl stole,1,8,2500,1500,1000,An Armadyl stole.
12259,Armadyl mitre,1,8,5000,3000,2000,An Armadyl mitre.
12261,Armadyl cloak,1,8,2000,1200,800,An Armadyl cloak.
12263,Armadyl crozier,1,8,5000,3000,2000,An Armadyl crozier.
12265,Bandos robe top,1,8,7000,4200,2800,Bandos Vestments.
12267,Bandos robe legs,1,8,7000,4200,2800,Leggings from the Bandos Vestments.
12269,Bandos stole,1,8,2500,1500,1000,A Bandos stole.
12271,Bandos mitre,1,8,5000,3000,2000,A Bandos mitre.
12273,Bandos cloak,1,8,2000,1200,800,A Bandos cloak.
12275,Bandos crozier,1,8,5000,3000,2000,A Bandos crozier.
12277,Mithril platebody (g),0,8,5200,3120,2080,Mithril platebody with gold trim.
12279,Mithril platelegs (g),0,8,2600,1560,1040,Mithril platelegs with gold trim.
12281,Mithril kiteshield (g),0,8,2210,1326,884,Mithril kiteshield with gold trim.
12283,Mithril full helm (g),0,8,1430,858,572,Mithril full helm with gold trim.
12285,Mithril plateskirt (g),0,8,2600,1560,1040,Mithril plateskirt with gold trim.
12287,Mithril platebody (t),0,8,5200,3120,2080,Mithril platebody with trim.
12289,Mithril platelegs (t),0,8,2600,1560,1040,Mithril platelegs with trim.
12291,Mithril kiteshield (t),0,8,2210,1326,884,Mithril kiteshield with trim.
12293,Mithril full helm (t),0,8,1430,858,572,Mithril full helm with trim.
12295,Mithril plateskirt (t),0,8,2600,1560,1040,Mithril plateskirt with trim.
12297,Black pickaxe,0,4,145,87,58,Used for mining.
12299,White headband,1,4,40,24,16,A minimalist's hat.
12301,Blue headband,1,4,40,24,16,A minimalist's hat.
12303,Gold headband,1,4,40,24,16,A minimalist's hat.
12305,Pink headband,1,4,40,24,16,A minimalist's hat.
12307,Green headband,1,4,40,24,16,A minimalist's hat.
12309,Pink boater,1,4,225,135,90,Stylish!
12311,Purple boater,1,4,225,135,90,Stylish!
12313,White boater,1,4,225,135,90,Stylish!
12315,Pink elegant shirt,1,4,2000,1200,800,A well made elegant men's pink shirt.
12317,Pink elegant legs,1,4,2000,1200,800,A rather elegant pair of men's pink pantaloons.
12319,Crier hat,1,4,5000,3000,2000,Hear ye! Hear ye!
12321,White cavalier,1,4,200,120,80,All for one and one for all!
12323,Red cavalier,1,4,200,120,80,All for one and one for all!
12325,Navy cavalier,1,4,200,120,80,All for one and one for all!
12327,Red d'hide body (g),1,8,11230,6738,4492,Made from 100% real dragonhide. With colourful trim!
12329,Red d'hide chaps (g),1,8,5180,3108,2072,Made from 100% real dragonhide. With colourful trim!
12331,Red d'hide body (t),1,8,11230,6738,4492,Made from 100% real dragonhide. With colourful trim!
12333,Red d'hide chaps (t),1,8,5180,3108,2072,Made from 100% real dragonhide. With colourful trim!
12335,Briefcase,1,4,666,399,266,For your first day in the big city.
12337,Sagacious spectacles,1,4,1400,840,560,Do they make me look... old?
12339,Pink elegant blouse,1,4,2000,1200,800,A well made elegant ladies' pink blouse.
12341,Pink elegant skirt,1,4,2000,1200,800,A rather elegant pink skirt.
12343,Gold elegant blouse,1,4,2000,1200,800,A well made elegant ladies' gold blouse.
12345,Gold elegant skirt,1,4,2000,1200,800,A rather elegant gold skirt.
12347,Gold elegant shirt,1,4,2000,1200,800,A well made elegant men's gold shirt.
12349,Gold elegant legs,1,4,2000,1200,800,A rather elegant pair of men's gold pantaloons.
12351,Musketeer hat,1,4,3500,2100,1400,Engarde!
12353,Monocle,1,4,1200,720,480,"Hmm, shallow and pedantic."
12355,Big pirate hat,1,4,1500,900,600,Yarrr!
12357,Katana,1,8,24000,14400,9600,Created by Hattori Hanzo in the Eastern Lands.
12359,Leprechaun hat,1,4,1000,600,400,Top o' the morning!
12361,Cat mask,1,4,2400,1440,960,Miaow!
12363,Bronze dragon mask,1,4,10000,6000,4000,Do I look scary?
12365,Iron dragon mask,1,4,10000,6000,4000,Do I look scary?
12367,Steel dragon mask,1,4,10000,6000,4000,Do I look scary?
12369,Mithril dragon mask,1,4,10000,6000,4000,Do I look scary?
12371,Lava dragon mask,1,4,10000,6000,4000,Do I look scary?
12373,Dragon cane,1,4,30000,18000,12000,An onyx topped cane.
12375,Black cane,1,4,600,360,240,A ruby topped cane.
12377,Adamant cane,1,4,1440,864,576,A diamond topped cane.
12379,Rune cane,1,4,14400,8640,5760,A dragonstone topped cane.
12381,Black d'hide body (g),1,8,13480,8088,5392,Made from 100% real dragonhide. With colourful trim!
12383,Black d'hide chaps (g),1,8,6220,3732,2488,Made from 100% real dragonhide. With colourful trim!
12385,Black d'hide body (t),1,8,13480,8088,5392,Made from 100% real dragonhide. With colourful trim!
12387,Black d'hide chaps (t),1,8,6220,3732,2488,Made from 100% real dragonhide. With colourful trim!
12389,Gilded scimitar,0,8,25600,15360,10240,Rune scimitar with gold plate.
12391,Gilded boots,1,8,12500,7500,5000,Rune boots with gold plate.
12393,Royal gown top,1,4,5000,3000,2000,Feeling distinctly ornate.
12395,Royal gown bottom,1,4,5000,3000,2000,Feeling distinctly ornate.
12397,Royal crown,1,4,6000,3600,2400,Who said I'd never be royal?
12399,Partyhat & specs,1,4,1800,1080,720,I have the sudden urge to rob the bank...
12402,Nardah teleport,1,10000,10,6,4,Teleports you to Nardah.
12403,Digsite teleport,1,10000,10,6,4,Teleports you to the Digsite.
12404,Feldip hills teleport,1,10000,10,6,4,Teleports you to Feldip hills.
12405,Lunar isle teleport,1,10000,10,6,4,Teleports you to Lunar isle.
12406,Mort'ton teleport,1,10000,10,6,4,Teleports you to Mort'ton.
12407,Pest control teleport,1,10000,10,6,4,Teleports you to Pest control.
12408,Piscatoris teleport,1,10000,10,6,4,Teleports you to Piscatoris.
12409,Tai bwo wannai teleport,1,10000,10,6,4,Teleports you to Tai bwo wannai.
12410,Iorwerth camp teleport,1,10000,10,6,4,Teleports you to the Iorwerth Camp.
12411,Mos le'harmless teleport,1,10000,10,6,4,Teleports you to Mos Le'Harmless.
12412,Pirate hat & patch,1,150,3000,1800,1200,All I need now is a parrot.
12422,3rd Age wand,1,8,150000,90000,60000,A beautifully crafted wand infused by ancient wizards.
12424,3rd Age bow,1,8,150000,90000,60000,A beautifully crafted bow carved by ancient archers.
12426,3rd Age longsword,1,8,150000,90000,60000,A beautifully crafted sword forged by ancient blacksmiths.
12428,Penguin mask,1,4,1200,720,480,Thankfully this doesn't reset every week.
12430,Afro,1,4,684,410,273,Wild!
12432,Top hat,1,4,1800,1080,720,Aint no rabbits in this hat.
12434,Top hat & monocle,1,4,4000,2400,1600,Like a sir.
12437,3rd Age cloak,1,8,85000,51000,34000,A beautiful cloak woven by ancient tailors.
12439,Royal sceptre,1,4,5000,3000,2000,I dub thee...
12441,Musketeer tabard,1,4,1880,1128,752,All for one!
12443,Musketeer pants,1,4,1870,1122,748,One for all!
12445,Black skirt (g),0,4,2,1,1,Leg covering favoured by women and wizards. With a colourful trim!
12447,Black skirt (t),0,4,2,1,1,Leg covering favoured by women and wizards. With a colourful trim!
12449,Black wizard robe (g),0,4,15,9,6,I can do magic better in this.
12451,Black wizard robe (t),0,4,15,9,6,I can do magic better in this.
12453,Black wizard hat (g),0,4,2,1,1,"A silly pointed hat, with colourful trim."
12455,Black wizard hat (t),0,4,2,1,1,"A silly pointed hat, with colourful trim."
12460,Ancient platebody,0,8,65000,39000,26000,Rune platebody in the colours of a long-forgotten god.
12462,Ancient platelegs,0,8,64000,38400,25600,Rune platelegs in the colours of a long-forgotten god.
12464,Ancient plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of a long-forgotten god.
12466,Ancient full helm,0,8,35200,21120,14080,Rune full helmet in the colours of a long-forgotten god.
12468,Ancient kiteshield,0,8,54400,32640,21760,Rune kiteshield in the colours of a long-forgotten god.
12470,Armadyl platebody,0,8,65000,39000,26000,Rune platebody in the colours of Armadyl.
12472,Armadyl platelegs,0,8,64000,38400,25600,Rune platelegs in the colours of Armadyl.
12474,Armadyl plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of Armadyl.
12476,Armadyl full helm,0,8,35200,21120,14080,Rune full helmet in the colours of Armadyl.
12478,Armadyl kiteshield,0,8,54400,32640,21760,Rune kiteshield in the colours of Armadyl.
12480,Bandos platebody,0,8,65000,39000,26000,Rune platebody in the colours of Bandos.
12482,Bandos platelegs,0,8,64000,38400,25600,Rune platelegs in the colours of Bandos.
12484,Bandos plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of Bandos.
12486,Bandos full helm,0,8,35200,21120,14080,Rune full helmet in the colours of Bandos.
12488,Bandos kiteshield,0,8,54400,32640,21760,Rune kiteshield in the colours of Bandos.
12490,Ancient bracers,1,8,4000,2400,1600,Ancient blessed dragonhide vambraces.
12492,Ancient d'hide body,1,8,13000,7800,5200,Ancient blessed dragonhide body armour.
12494,Ancient chaps,1,8,6000,3600,2400,Ancient blessed dragonhide chaps.
12496,Ancient coif,1,8,2000,1200,800,Ancient blessed dragonhide coif.
12498,Bandos bracers,1,8,4000,2400,1600,Bandos blessed dragonhide vambraces.
12500,Bandos d'hide body,1,8,13000,7800,5200,Bandos blessed dragonhide body armour.
12502,Bandos chaps,1,8,6000,3600,2400,Bandos blessed dragonhide chaps.
12504,Bandos coif,1,8,2000,1200,800,Bandos blessed dragonhide coif.
12506,Armadyl bracers,1,8,4000,2400,1600,Armadyl blessed dragonhide vambraces.
12508,Armadyl d'hide body,1,8,13000,7800,5200,Armadyl blessed dragonhide body armour.
12510,Armadyl chaps,1,8,6000,3600,2400,Armadyl blessed dragonhide chaps.
12512,Armadyl coif,1,8,2000,1200,800,Armadyl blessed dragonhide coif.
12514,Explorer backpack,1,4,1550,930,620,I'm the Backpack loaded up with things and knick knacks too.
12516,Pith helmet,1,4,860,516,344,Official explorer headgear!
12518,Green dragon mask,1,4,10000,6000,4000,Do I look scary?
12520,Blue dragon mask,1,4,10000,6000,4000,Do I look scary?
12522,Red dragon mask,1,4,10000,6000,4000,Do I look scary?
12524,Black dragon mask,1,4,10000,6000,4000,Do I look scary?
12526,Fury ornament kit,1,4,5000,3000,2000,Use on an amulet of fury to make it look fancier!
12528,Dark infinity colour kit,1,4,5000,3000,2000,Use on infinity pieces to recolour them!
12530,Light infinity colour kit,1,4,5000,3000,2000,Use on infinity pieces to recolour them!
12532,Dragon sq shield ornament kit,1,4,5000,3000,2000,Use on a dragon square shield to make it look fancier!
12534,Dragon chainbody ornament kit,1,4,5000,3000,2000,Use on a dragon chainbody to make it look fancier!
12536,Dragon legs/skirt ornament kit,1,4,5000,3000,2000,Use on dragon platelegs or plateskirt to make them look fancier!
12538,Dragon full helm ornament kit,1,4,5000,3000,2000,Use on a dragon full helm to make it look fancier!
12540,Deerstalker,1,4,2300,1380,920,Elementary!
12596,Rangers' tunic,1,4,12000,7200,4800,Lightweight body armour ideal for rangers.
12598,Holy sandals,1,4,2000,1200,800,Holy footwear!
12601,Ring of the gods,1,8,50000,30000,20000,An ancient ring said to bring you closer to the Gods.
12603,Tyrannical ring,1,8,50000,30000,20000,An incredibly heavy ring.
12605,Treasonous ring,1,8,50000,30000,20000,A razor sharp ring.
12613,Bandos page 1,1,5,400,240,160,This seems to have been torn from a book...
12614,Bandos page 2,1,5,400,240,160,This seems to have been torn from a book...
12615,Bandos page 3,1,5,400,240,160,This seems to have been torn from a book...
