id,name,runelite_const,config_name,members,tradeable,ge_tradeable,stackable,noted_id,placeholder_id,value,high_alch,low_alch,ge_buy_limit,weight_g,inventory_ops,ground_ops,examine,params
13917,null,Placeholder.SET_IRON_SKIRT,placeholder_set_iron_skirt,0,1,0,0,,12974,1,,,,0,Drop,Take,,
13918,null,Placeholder.SET_IRON_LEGS_TRIM,placeholder_set_iron_legs_trim,0,1,0,0,,12976,1,,,,0,Drop,Take,,
13919,null,Placeholder.SET_IRON_SKIRT_TRIM,placeholder_set_iron_skirt_trim,0,1,0,0,,12978,1,,,,0,Drop,Take,,
13920,null,Placeholder.SET_IRON_LEGS_GOLD,placeholder_set_iron_legs_gold,0,1,0,0,,12980,1,,,,0,Drop,Take,,
13921,null,Placeholder.SET_IRON_SKIRT_GOLD,placeholder_set_iron_skirt_gold,0,1,0,0,,12982,1,,,,0,Drop,Take,,
13922,null,Placeholder.SET_STEEL_LEGS,placeholder_set_steel_legs,0,1,0,0,,12984,1,,,,0,Drop,Take,,
13923,null,Placeholder.SET_STEEL_SKIRT,placeholder_set_steel_skirt,0,1,0,0,,12986,1,,,,0,Drop,Take,,
13924,null,Placeholder.SET_BLACK_LEGS,placeholder_set_black_legs,0,1,0,0,,12988,1,,,,0,Drop,Take,,
13925,null,Placeholder.SET_BLACK_SKIRT,placeholder_set_black_skirt,0,1,0,0,,12990,1,,,,0,Drop,Take,,
13926,null,Placeholder.SET_BLACK_LEGS_TRIM,placeholder_set_black_legs_trim,0,1,0,0,,12992,1,,,,0,Drop,Take,,
13927,null,Placeholder.SET_BLACK_SKIRT_TRIM,placeholder_set_black_skirt_trim,0,1,0,0,,12994,1,,,,0,Drop,Take,,
13928,null,Placeholder.SET_BLACK_LEGS_GOLD,placeholder_set_black_legs_gold,0,1,0,0,,12996,1,,,,0,Drop,Take,,
13929,null,Placeholder.SET_BLACK_SKIRT_GOLD,placeholder_set_black_skirt_gold,0,1,0,0,,12998,1,,,,0,Drop,Take,,
13930,null,Placeholder.SET_MITHRIL_LEGS,placeholder_set_mithril_legs,0,1,0,0,,13000,1,,,,0,Drop,Take,,
13931,null,Placeholder.SET_MITHRIL_SKIRT,placeholder_set_mithril_skirt,0,1,0,0,,13002,1,,,,0,Drop,Take,,
13932,null,Placeholder.SET_MITHRIL_LEGS_TRIM,placeholder_set_mithril_legs_trim,0,1,0,0,,13004,1,,,,0,Drop,Take,,
13933,null,Placeholder.SET_MITHRIL_SKIRT_TRIM,placeholder_set_mithril_skirt_trim,0,1,0,0,,13006,1,,,,0,Drop,Take,,
13934,null,Placeholder.SET_MITHRIL_LEGS_GOLD,placeholder_set_mithril_legs_gold,0,1,0,0,,13008,1,,,,0,Drop,Take,,
13935,null,Placeholder.SET_MITHRIL_SKIRT_GOLD,placeholder_set_mithril_skirt_gold,0,1,0,0,,13010,1,,,,0,Drop,Take,,
13936,null,Placeholder.SET_ADAMANT_LEGS,placeholder_set_adamant_legs,0,1,0,0,,13012,1,,,,0,Drop,Take,,
13937,null,Placeholder.SET_ADAMANT_SKIRT,placeholder_set_adamant_skirt,0,1,0,0,,13014,1,,,,0,Drop,Take,,
13938,null,Placeholder.SET_ADAMANT_LEGS_TRIM,placeholder_set_adamant_legs_trim,0,1,0,0,,13016,1,,,,0,Drop,Take,,
13939,null,Placeholder.SET_ADAMANT_SKIRT_TRIM,placeholder_set_adamant_skirt_trim,0,1,0,0,,13018,1,,,,0,Drop,Take,,
13940,null,Placeholder.SET_ADAMANT_LEGS_GOLD,placeholder_set_adamant_legs_gold,0,1,0,0,,13020,1,,,,0,Drop,Take,,
13941,null,Placeholder.SET_ADAMANT_SKIRT_GOLD,placeholder_set_adamant_skirt_gold,0,1,0,0,,13022,1,,,,0,Drop,Take,,
13942,null,Placeholder.SET_RUNE_LEGS,placeholder_set_rune_legs,0,1,0,0,,13024,1,,,,0,Drop,Take,,
13943,null,Placeholder.SET_RUNE_SKIRT,placeholder_set_rune_skirt,0,1,0,0,,13026,1,,,,0,Drop,Take,,
13944,null,Placeholder.SET_RUNE_LEGS_TRIM,placeholder_set_rune_legs_trim,0,1,0,0,,13028,1,,,,0,Drop,Take,,
13945,null,Placeholder.SET_RUNE_SKIRT_TRIM,placeholder_set_rune_skirt_trim,0,1,0,0,,13030,1,,,,0,Drop,Take,,
13946,null,Placeholder.SET_RUNE_LEGS_GOLD,placeholder_set_rune_legs_gold,0,1,0,0,,13032,1,,,,0,Drop,Take,,
13947,null,Placeholder.SET_RUNE_SKIRT_GOLD,placeholder_set_rune_skirt_gold,0,1,0,0,,13034,1,,,,0,Drop,Take,,
13948,null,Placeholder.SET_RUNE_LEGS_GOLDPLATE,placeholder_set_rune_legs_goldplate,0,1,0,0,,13036,1,,,,0,Drop,Take,,
13949,null,Placeholder.SET_RUNE_SKIRT_GOLDPLATE,placeholder_set_rune_skirt_goldplate,0,1,0,0,,13038,1,,,,0,Drop,Take,,
13950,null,Placeholder.SET_RUNE_LEGS_SARADOMIN,placeholder_set_rune_legs_saradomin,0,1,0,0,,13040,1,,,,0,Drop,Take,,
13951,null,Placeholder.SET_RUNE_SKIRT_SARADOMIN,placeholder_set_rune_skirt_saradomin,0,1,0,0,,13042,1,,,,0,Drop,Take,,
13952,null,Placeholder.SET_RUNE_LEGS_ZAMORAK,placeholder_set_rune_legs_zamorak,0,1,0,0,,13044,1,,,,0,Drop,Take,,
13953,null,Placeholder.SET_RUNE_SKIRT_ZAMORAK,placeholder_set_rune_skirt_zamorak,0,1,0,0,,13046,1,,,,0,Drop,Take,,
13954,null,Placeholder.SET_RUNE_LEGS_GUTHIX,placeholder_set_rune_legs_guthix,0,1,0,0,,13048,1,,,,0,Drop,Take,,
13955,null,Placeholder.SET_RUNE_SKIRT_GUTHIX,placeholder_set_rune_skirt_guthix,0,1,0,0,,13050,1,,,,0,Drop,Take,,
13956,null,Placeholder.SET_RUNE_LEGS_ARMADYL,placeholder_set_rune_legs_armadyl,0,1,0,0,,13052,1,,,,0,Drop,Take,,
13957,null,Placeholder.SET_RUNE_SKIRT_ARMADYL,placeholder_set_rune_skirt_armadyl,0,1,0,0,,13054,1,,,,0,Drop,Take,,
13958,null,Placeholder.SET_RUNE_LEGS_BANDOS,placeholder_set_rune_legs_bandos,0,1,0,0,,13056,1,,,,0,Drop,Take,,
13959,null,Placeholder.SET_RUNE_SKIRT_BANDOS,placeholder_set_rune_skirt_bandos,0,1,0,0,,13058,1,,,,0,Drop,Take,,
13960,null,Placeholder.SET_RUNE_LEGS_ANCIENT,placeholder_set_rune_legs_ancient,0,1,0,0,,13060,1,,,,0,Drop,Take,,
13961,null,Placeholder.SET_RUNE_SKIRT_ANCIENT,placeholder_set_rune_skirt_ancient,0,1,0,0,,13062,1,,,,0,Drop,Take,,
13962,null,Placeholder.SET_COMBAT_POTION,placeholder_set_combat_potion,0,1,0,0,,13064,1,,,,0,Drop,Take,,
13963,null,Placeholder.SET_SUPERCOMBAT_POTION,placeholder_set_supercombat_potion,0,1,0,0,,13066,1,,,,0,Drop,Take,,
13964,null,Placeholder.SET_HOLY_BOOK,placeholder_set_holy_book,0,1,0,0,,13149,1,,,,0,Drop,Take,,
13965,null,Placeholder.SET_UNHOLY_BOOK,placeholder_set_unholy_book,0,1,0,0,,13151,1,,,,0,Drop,Take,,
13966,null,Placeholder.SET_BOOK_BALANCE,placeholder_set_book_balance,0,1,0,0,,13153,1,,,,0,Drop,Take,,
13967,null,Placeholder.SET_BOOK_WAR,placeholder_set_book_war,0,1,0,0,,13155,1,,,,0,Drop,Take,,
13968,null,Placeholder.SET_BOOK_LAW,placeholder_set_book_law,0,1,0,0,,13157,1,,,,0,Drop,Take,,
13969,null,Placeholder.SET_BOOK_DARKNESS,placeholder_set_book_darkness,0,1,0,0,,13159,1,,,,0,Drop,Take,,
13970,null,Placeholder.SET_DHIDE_ZAMORAK,placeholder_set_dhide_zamorak,0,1,0,0,,13161,1,,,,0,Drop,Take,,
13971,null,Placeholder.SET_DHIDE_SARADOMIN,placeholder_set_dhide_saradomin,0,1,0,0,,13163,1,,,,0,Drop,Take,,
13972,null,Placeholder.SET_DHIDE_GUTHIX,placeholder_set_dhide_guthix,0,1,0,0,,13165,1,,,,0,Drop,Take,,
13973,null,Placeholder.SET_DHIDE_BANDOS,placeholder_set_dhide_bandos,0,1,0,0,,13167,1,,,,0,Drop,Take,,
13974,null,Placeholder.SET_DHIDE_ARMADYL,placeholder_set_dhide_armadyl,0,1,0,0,,13169,1,,,,0,Drop,Take,,
13975,null,Placeholder.SET_DHIDE_ANCIENT,placeholder_set_dhide_ancient,0,1,0,0,,13171,1,,,,0,Drop,Take,,
13976,null,Placeholder.SET_PARTYHAT,placeholder_set_partyhat,0,1,0,0,,13173,1,,,,0,Drop,Take,,
13977,null,Placeholder.SET_HALLOWEEN_MASK,placeholder_set_halloween_mask,0,1,0,0,,13175,1,,,,0,Drop,Take,,
13978,null,Placeholder.LOGS,placeholder_logs,0,1,0,0,,1511,1,,,,0,Drop,Take,,
13979,null,Placeholder.RED_LOGS,placeholder_red_logs,0,1,0,0,,7404,1,,,,0,Drop,Take,,
13980,null,Placeholder.GREEN_LOGS,placeholder_green_logs,0,1,0,0,,7405,1,,,,0,Drop,Take,,
13981,null,Placeholder.BLUE_LOGS,placeholder_blue_logs,0,1,0,0,,7406,1,,,,0,Drop,Take,,
13982,null,Placeholder.MAGIC_LOGS,placeholder_magic_logs,0,1,0,0,,1513,1,,,,0,Drop,Take,,
13983,null,Placeholder.YEW_LOGS,placeholder_yew_logs,0,1,0,0,,1515,1,,,,0,Drop,Take,,
13984,null,Placeholder.MAPLE_LOGS,placeholder_maple_logs,0,1,0,0,,1517,1,,,,0,Drop,Take,,
13985,null,Placeholder.WILLOW_LOGS,placeholder_willow_logs,0,1,0,0,,1519,1,,,,0,Drop,Take,,
13986,null,Placeholder.OAK_LOGS,placeholder_oak_logs,0,1,0,0,,1521,1,,,,0,Drop,Take,,
13987,null,Placeholder.HOLLOW_BARK,placeholder_hollow_bark,0,1,0,0,,3239,1,,,,0,Drop,Take,,
13988,null,Placeholder.JUNIPER_LOGS,placeholder_juniper_logs,0,1,0,0,,13355,1,,,,0,Drop,Take,,
13989,null,Placeholder.BIRD_NEST_EGG_RED,placeholder_bird_nest_egg_red,0,1,0,0,,5070,1,,,,0,Drop,Take,,
13990,null,Placeholder.BIRD_NEST_EGG_GREEN,placeholder_bird_nest_egg_green,0,1,0,0,,5071,1,,,,0,Drop,Take,,
13991,null,Placeholder.BIRD_NEST_EGG_BLUE,placeholder_bird_nest_egg_blue,0,1,0,0,,5072,1,,,,0,Drop,Take,,
13992,null,Placeholder.BIRD_NEST_SEEDS,placeholder_bird_nest_seeds,0,1,0,0,,5073,1,,,,0,Drop,Take,,
13993,null,Placeholder.BIRD_NEST_DECENTSEEDS,placeholder_bird_nest_decentseeds,0,1,0,0,,13653,1,,,,0,Drop,Take,,
13994,null,Placeholder.BIRD_NEST_RING,placeholder_bird_nest_ring,0,1,0,0,,5074,1,,,,0,Drop,Take,,
13995,null,Placeholder.BIRD_NEST_EMPTY,placeholder_bird_nest_empty,0,1,0,0,,5075,1,,,,0,Drop,Take,,
13996,null,Placeholder.BIRD_EGG_RED,placeholder_bird_egg_red,0,1,0,0,,5076,1,,,,0,Drop,Take,,
13997,null,Placeholder.BIRD_EGG_BLUE,placeholder_bird_egg_blue,0,1,0,0,,5077,1,,,,0,Drop,Take,,
13998,null,Placeholder.BIRD_EGG_GREEN,placeholder_bird_egg_green,0,1,0,0,,5078,1,,,,0,Drop,Take,,
13999,null,Placeholder.NEST_BOX_EMPTY,placeholder_nest_box_empty,0,1,0,0,,12792,1,,,,0,Drop,Take,,
14000,null,Placeholder.NEST_BOX_DECENTSEEDS,placeholder_nest_box_decentseeds,0,1,0,0,,13654,1,,,,0,Drop,Take,,
14001,null,Placeholder.NEST_BOX_RING,placeholder_nest_box_ring,0,1,0,0,,12794,1,,,,0,Drop,Take,,
14002,null,Placeholder.SLAYER_HELM,placeholder_slayer_helm,0,1,0,0,,11864,1,,,,0,Drop,Take,,
14003,null,Placeholder.SLAYER_HELM_I,placeholder_slayer_helm_i,0,1,0,0,,11865,1,,,,0,Drop,Take,,
14004,null,Placeholder.OCCULT_NECKLACE,placeholder_occult_necklace,0,1,0,0,,12002,1,,,,0,Drop,Take,,
14005,null,Placeholder.KRAKEN_TENTACLE,placeholder_kraken_tentacle,0,1,0,0,,12004,1,,,,0,Drop,Take,,
14006,null,Placeholder.ABYSSAL_TENTACLE,placeholder_abyssal_tentacle,0,1,0,0,,12006,1,,,,0,Drop,Take,,
14007,null,Placeholder.LEAFBLADED_SWORD,placeholder_leafbladed_sword,0,1,0,0,,11902,1,,,,0,Drop,Take,,
14008,null,Placeholder.SLAYER_RING_8,placeholder_slayer_ring_8,0,1,0,0,,11866,1,,,,0,Drop,Take,,
14009,null,Placeholder.SLAYER_BROAD_ARROWHEAD,placeholder_slayer_broad_arrowhead,0,1,0,0,,11874,1,,,,0,Drop,Take,,
14010,null,Placeholder.SLAYER_BROAD_BOLT,placeholder_slayer_broad_bolt,0,1,0,0,,11875,1,,,,0,Drop,Take,,
14011,null,Placeholder.SLAYER_BROAD_BOLT_UNFINISHED,placeholder_slayer_broad_bolt_unfinished,0,1,0,0,,11876,1,,,,0,Drop,Take,,
14012,null,Placeholder.SLAYER_CAVE_DIARY,placeholder_slayer_cave_diary,0,1,0,0,,11904,1,,,,0,Drop,Take,,
14013,null,Placeholder.TOTS,placeholder_tots,0,1,0,0,,11905,1,,,,0,Drop,Take,,
14014,null,Placeholder.TOXIC_TOTS_CHARGED,placeholder_toxic_tots_charged,0,1,0,0,,12899,1,,,,0,Drop,Take,,
14015,null,Placeholder.JAR_OF_DIRT,placeholder_jar_of_dirt,0,1,0,0,,12007,1,,,,0,Drop,Take,,
14016,null,Placeholder.JAR_OF_SOULS,placeholder_jar_of_souls,0,1,0,0,,13245,1,,,,0,Drop,Take,,
14017,null,Placeholder.SLAYER_HERB_SACK,placeholder_slayer_herb_sack,0,1,0,0,,13226,1,,,,0,Drop,Take,,
14018,null,Placeholder.SLAYER_SPRAY_PUMP_10,placeholder_slayer_spray_pump_10,0,1,0,0,,7421,1,,,,0,Drop,Take,,
14019,null,Placeholder.SLAYER_FUNGICIDE,placeholder_slayer_fungicide,0,1,0,0,,7432,1,,,,0,Drop,Take,,
14020,null,Placeholder.MOLANISK_BELL,placeholder_molanisk_bell,0,1,0,0,,10952,1,,,,0,Drop,Take,,
14021,null,Placeholder.ETERNAL_CRYSTAL,placeholder_eternal_crystal,0,1,0,0,,13227,1,,,,0,Drop,Take,,
14022,null,Placeholder.PEGASIAN_CRYSTAL,placeholder_pegasian_crystal,0,1,0,0,,13229,1,,,,0,Drop,Take,,
14023,null,Placeholder.PRIMORDIAL_CRYSTAL,placeholder_primordial_crystal,0,1,0,0,,13231,1,,,,0,Drop,Take,,
14024,null,Placeholder.SMOULDERING_STONE,placeholder_smouldering_stone,0,1,0,0,,13233,1,,,,0,Drop,Take,,
14025,null,Placeholder.ETERNAL_BOOTS,placeholder_eternal_boots,0,1,0,0,,13235,1,,,,0,Drop,Take,,
14026,null,Placeholder.PEGASIAN_BOOTS,placeholder_pegasian_boots,0,1,0,0,,13237,1,,,,0,Drop,Take,,
14027,null,Placeholder.PRIMORDIAL_BOOTS,placeholder_primordial_boots,0,1,0,0,,13239,1,,,,0,Drop,Take,,
14028,null,Placeholder.INFERNAL_AXE,placeholder_infernal_axe,0,1,0,0,,13241,1,,,,0,Drop,Take,,
14029,null,Placeholder.INFERNAL_PICKAXE,placeholder_infernal_pickaxe,0,1,0,0,,13243,1,,,,0,Drop,Take,,
14030,null,Placeholder.TELEPORTSCROLL_CERBERUS,placeholder_teleportscroll_cerberus,0,1,0,0,,13249,1,,,,0,Drop,Take,,
14031,null,Placeholder.SLAYER_ICY_WATER,placeholder_slayer_icy_water,0,1,0,0,,6696,1,,,,0,Drop,Take,,
14032,null,Placeholder.ABYSSAL_WHIP,placeholder_abyssal_whip,0,1,0,0,,4151,1,,,,0,Drop,Take,,
14033,null,Placeholder.GRANITE_MAUL,placeholder_granite_maul,0,1,0,0,,4153,1,,,,0,Drop,Take,,
14034,null,Placeholder.GRANITE_MAUL_PRETTY,placeholder_granite_maul_pretty,0,1,0,0,,12848,1,,,,0,Drop,Take,,
14035,null,Placeholder.SLAYER_GEM,placeholder_slayer_gem,0,1,0,0,,4155,1,,,,0,Drop,Take,,
14036,null,Placeholder.SLAYER_MIRROR_SHIELD,placeholder_slayer_mirror_shield,0,1,0,0,,4156,1,,,,0,Drop,Take,,
14037,null,Placeholder.SLAYER_LEAFBLADED_SPEAR,placeholder_slayer_leafbladed_spear,0,1,0,0,,4158,1,,,,0,Drop,Take,,
14038,null,Placeholder.SLAYER_BROAD_ARROWS,placeholder_slayer_broad_arrows,0,1,0,0,,4160,1,,,,0,Drop,Take,,
14039,null,Placeholder.SLAYER_BAG_OF_SALT,placeholder_slayer_bag_of_salt,0,1,0,0,,4161,1,,,,0,Drop,Take,,
14040,null,Placeholder.SLAYER_ROCK_HAMMER,placeholder_slayer_rock_hammer,0,1,0,0,,4162,1,,,,0,Drop,Take,,
14041,null,Placeholder.SLAYER_FACEMASK,placeholder_slayer_facemask,0,1,0,0,,4164,1,,,,0,Drop,Take,,
14042,null,Placeholder.SLAYER_EARMUFFS,placeholder_slayer_earmuffs,0,1,0,0,,4166,1,,,,0,Drop,Take,,
14043,null,Placeholder.SLAYER_NOSEPEG,placeholder_slayer_nosepeg,0,1,0,0,,4168,1,,,,0,Drop,Take,,
14044,null,Placeholder.SLAYER_STAFF,placeholder_slayer_staff,0,1,0,0,,4170,1,,,,0,Drop,Take,,
14045,null,Placeholder.SLAYER_BUGLAN_OFF,placeholder_slayer_buglan_off,0,1,0,0,,7051,1,,,,0,Drop,Take,,
14046,null,Placeholder.SLAYER_BUGLAN_ON,placeholder_slayer_buglan_on,0,1,0,0,,7053,1,,,,0,Drop,Take,,
14047,null,Placeholder.SLAYER_BOOTS,placeholder_slayer_boots,0,1,0,0,,7159,1,,,,0,Drop,Take,,
14048,null,Placeholder.GNOME_BOOTS_PINK,placeholder_gnome_boots_pink,0,1,0,0,,626,1,,,,0,Drop,Take,,
14049,null,Placeholder.GNOME_BOOTS_GREEN,placeholder_gnome_boots_green,0,1,0,0,,628,1,,,,0,Drop,Take,,
14050,null,Placeholder.GNOME_BOOTS_BLUE,placeholder_gnome_boots_blue,0,1,0,0,,630,1,,,,0,Drop,Take,,
14051,null,Placeholder.GNOME_BOOTS_CREAM,placeholder_gnome_boots_cream,0,1,0,0,,632,1,,,,0,Drop,Take,,
14052,null,Placeholder.GNOME_BOOTS_TURQUOISE,placeholder_gnome_boots_turquoise,0,1,0,0,,634,1,,,,0,Drop,Take,,
14053,null,Placeholder.GNOME_ROBETOP_PINK,placeholder_gnome_robetop_pink,0,1,0,0,,636,1,,,,0,Drop,Take,,
14054,null,Placeholder.GNOME_ROBETOP_GREEN,placeholder_gnome_robetop_green,0,1,0,0,,638,1,,,,0,Drop,Take,,
14055,null,Placeholder.GNOME_ROBETOP_BLUE,placeholder_gnome_robetop_blue,0,1,0,0,,640,1,,,,0,Drop,Take,,
14056,null,Placeholder.GNOME_ROBETOP_CREAM,placeholder_gnome_robetop_cream,0,1,0,0,,642,1,,,,0,Drop,Take,,
14057,null,Placeholder.GNOME_ROBETOP_TURQUOISE,placeholder_gnome_robetop_turquoise,0,1,0,0,,644,1,,,,0,Drop,Take,,
14058,null,Placeholder.GNOME_ROBEBOTTOMS_PINK,placeholder_gnome_robebottoms_pink,0,1,0,0,,646,1,,,,0,Drop,Take,,
14059,null,Placeholder.GNOME_ROBEBOTTOMS_GREEN,placeholder_gnome_robebottoms_green,0,1,0,0,,648,1,,,,0,Drop,Take,,
14060,null,Placeholder.GNOME_ROBEBOTTOMS_BLUE,placeholder_gnome_robebottoms_blue,0,1,0,0,,650,1,,,,0,Drop,Take,,
14061,null,Placeholder.GNOME_ROBEBOTTOMS_CREAM,placeholder_gnome_robebottoms_cream,0,1,0,0,,652,1,,,,0,Drop,Take,,
14062,null,Placeholder.GNOME_ROBEBOTTOMS_TURQUOISE,placeholder_gnome_robebottoms_turquoise,0,1,0,0,,654,1,,,,0,Drop,Take,,
14063,null,Placeholder.GNOME_HAT_PINK,placeholder_gnome_hat_pink,0,1,0,0,,656,1,,,,0,Drop,Take,,
14064,null,Placeholder.GNOME_HAT_GREEN,placeholder_gnome_hat_green,0,1,0,0,,658,1,,,,0,Drop,Take,,
14065,null,Placeholder.GNOME_HAT_BLUE,placeholder_gnome_hat_blue,0,1,0,0,,660,1,,,,0,Drop,Take,,
14066,null,Placeholder.GNOME_HAT_CREAM,placeholder_gnome_hat_cream,0,1,0,0,,662,1,,,,0,Drop,Take,,
14067,null,Placeholder.GNOME_HAT_TURQUOISE,placeholder_gnome_hat_turquoise,0,1,0,0,,664,1,,,,0,Drop,Take,,
14068,null,Placeholder.PACK_VIAL_EMPTY,placeholder_pack_vial_empty,0,1,0,0,,11877,1,,,,0,Drop,Take,,
14069,null,Placeholder.PACK_VIAL_WATER,placeholder_pack_vial_water,0,1,0,0,,11879,1,,,,0,Drop,Take,,
14070,null,Placeholder.PACK_FEATHER,placeholder_pack_feather,0,1,0,0,,11881,1,,,,0,Drop,Take,,
14071,null,Placeholder.PACK_FISHING_BAIT,placeholder_pack_fishing_bait,0,1,0,0,,11883,1,,,,0,Drop,Take,,
14072,null,Placeholder.PACK_SLAYER_BROAD_ARROWHEAD,placeholder_pack_slayer_broad_arrowhead,0,1,0,0,,11885,1,,,,0,Drop,Take,,
14073,null,Placeholder.PACK_SLAYER_BROAD_BOLT_UNFINISHED,placeholder_pack_slayer_broad_bolt_unfinished,0,1,0,0,,11887,1,,,,0,Drop,Take,,
14074,null,Placeholder.PACK_AIRRUNE,placeholder_pack_airrune,0,1,0,0,,12728,1,,,,0,Drop,Take,,
14075,null,Placeholder.PACK_WATERRUNE,placeholder_pack_waterrune,0,1,0,0,,12730,1,,,,0,Drop,Take,,
14076,null,Placeholder.PACK_EARTHRUNE,placeholder_pack_earthrune,0,1,0,0,,12732,1,,,,0,Drop,Take,,
14077,null,Placeholder.PACK_FIRERUNE,placeholder_pack_firerune,0,1,0,0,,12734,1,,,,0,Drop,Take,,
14078,null,Placeholder.PACK_MINDRUNE,placeholder_pack_mindrune,0,1,0,0,,12736,1,,,,0,Drop,Take,,
14079,null,Placeholder.PACK_CHAOSRUNE,placeholder_pack_chaosrune,0,1,0,0,,12738,1,,,,0,Drop,Take,,
14080,null,Placeholder.PACK_OJIBWAY_BIRD_SNARE,placeholder_pack_ojibway_bird_snare,0,1,0,0,,12740,1,,,,0,Drop,Take,,
14081,null,Placeholder.PACK_BOX_TRAP,placeholder_pack_box_trap,0,1,0,0,,12742,1,,,,0,Drop,Take,,
14082,null,Placeholder.PACK_MAGIC_IMP_BOX,placeholder_pack_magic_imp_box,0,1,0,0,,12744,1,,,,0,Drop,Take,,
14083,null,Placeholder.PACK_OLIVE_OIL,placeholder_pack_olive_oil,0,1,0,0,,12857,1,,,,0,Drop,Take,,
14084,null,Placeholder.PACK_EYE_NEWT,placeholder_pack_eye_newt,0,1,0,0,,12859,1,,,,0,Drop,Take,,
14085,null,Placeholder.PACK_BONE_BOLT,placeholder_pack_bone_bolt,0,1,0,0,,13193,1,,,,0,Drop,Take,,
14086,null,Placeholder.PACK_PLANT_POT_COMPOST,placeholder_pack_plant_pot_compost,0,1,0,0,,13250,1,,,,0,Drop,Take,,
14087,null,Placeholder.PACK_SACK,placeholder_pack_sack,0,1,0,0,,13252,1,,,,0,Drop,Take,,
14088,null,Placeholder.PACK_BASKET,placeholder_pack_basket,0,1,0,0,,13254,1,,,,0,Drop,Take,,
14089,null,Placeholder.GRANITE_HELM,placeholder_granite_helm,0,1,0,0,,10589,1,,,,0,Drop,Take,,
14090,null,Placeholder.GRANITE_BODY,placeholder_granite_body,0,1,0,0,,10564,1,,,,0,Drop,Take,,
14091,null,Placeholder.GRANITE_LEGS,placeholder_granite_legs,0,1,0,0,,6809,1,,,,0,Drop,Take,,
14092,null,Placeholder.BRONZE_CHAINBODY,placeholder_bronze_chainbody,0,1,0,0,,1103,1,,,,0,Drop,Take,,
14093,null,Placeholder.IRON_CHAINBODY,placeholder_iron_chainbody,0,1,0,0,,1101,1,,,,0,Drop,Take,,
14094,null,Placeholder.STEEL_CHAINBODY,placeholder_steel_chainbody,0,1,0,0,,1105,1,,,,0,Drop,Take,,
14095,null,Placeholder.BLACK_CHAINBODY,placeholder_black_chainbody,0,1,0,0,,1107,1,,,,0,Drop,Take,,
14096,null,Placeholder.MITHRIL_CHAINBODY,placeholder_mithril_chainbody,0,1,0,0,,1109,1,,,,0,Drop,Take,,
14097,null,Placeholder.ADAMANT_CHAINBODY,placeholder_adamant_chainbody,0,1,0,0,,1111,1,,,,0,Drop,Take,,
14098,null,Placeholder.RUNE_CHAINBODY,placeholder_rune_chainbody,0,1,0,0,,1113,1,,,,0,Drop,Take,,
14099,null,Placeholder.DRAGON_CHAINBODY,placeholder_dragon_chainbody,0,1,0,0,,3140,1,,,,0,Drop,Take,,
14100,null,Placeholder.BRONZE_PLATEBODY,placeholder_bronze_platebody,0,1,0,0,,1117,1,,,,0,Drop,Take,,
14101,null,Placeholder.IRON_PLATEBODY,placeholder_iron_platebody,0,1,0,0,,1115,1,,,,0,Drop,Take,,
14102,null,Placeholder.STEEL_PLATEBODY,placeholder_steel_platebody,0,1,0,0,,1119,1,,,,0,Drop,Take,,
14103,null,Placeholder.MITHRIL_PLATEBODY,placeholder_mithril_platebody,0,1,0,0,,1121,1,,,,0,Drop,Take,,
14104,null,Placeholder.ADAMANT_PLATEBODY,placeholder_adamant_platebody,0,1,0,0,,1123,1,,,,0,Drop,Take,,
14105,null,Placeholder.BLACK_PLATEBODY,placeholder_black_platebody,0,1,0,0,,1125,1,,,,0,Drop,Take,,
14106,null,Placeholder.RUNE_PLATEBODY,placeholder_rune_platebody,0,1,0,0,,1127,1,,,,0,Drop,Take,,
14107,null,Placeholder.LEATHER_ARMOUR,placeholder_leather_armour,0,1,0,0,,1129,1,,,,0,Drop,Take,,
14108,null,Placeholder.HARDLEATHER_BODY,placeholder_hardleather_body,0,1,0,0,,1131,1,,,,0,Drop,Take,,
14109,null,Placeholder.STUDDED_BODY,placeholder_studded_body,0,1,0,0,,1133,1,,,,0,Drop,Take,,
14110,null,Placeholder.DRAGONHIDE_BODY,placeholder_dragonhide_body,0,1,0,0,,1135,1,,,,0,Drop,Take,,
14111,null,Placeholder.BLUE_DRAGONHIDE_BODY,placeholder_blue_dragonhide_body,0,1,0,0,,2499,1,,,,0,Drop,Take,,
14112,null,Placeholder.RED_DRAGONHIDE_BODY,placeholder_red_dragonhide_body,0,1,0,0,,2501,1,,,,0,Drop,Take,,
14113,null,Placeholder.BLACK_DRAGONHIDE_BODY,placeholder_black_dragonhide_body,0,1,0,0,,2503,1,,,,0,Drop,Take,,
14114,null,Placeholder.WOODEN_SHIELD,placeholder_wooden_shield,0,1,0,0,,1171,1,,,,0,Drop,Take,,
14115,null,Placeholder.BRONZE_SQ_SHIELD,placeholder_bronze_sq_shield,0,1,0,0,,1173,1,,,,0,Drop,Take,,
14116,null,Placeholder.IRON_SQ_SHIELD,placeholder_iron_sq_shield,0,1,0,0,,1175,1,,,,0,Drop,Take,,
14117,null,Placeholder.STEEL_SQ_SHIELD,placeholder_steel_sq_shield,0,1,0,0,,1177,1,,,,0,Drop,Take,,
14118,null,Placeholder.BLACK_SQ_SHIELD,placeholder_black_sq_shield,0,1,0,0,,1179,1,,,,0,Drop,Take,,
