group_class,child_const,group_id,child_id,packed_id,packed_hex
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_11,534,76,34996300,0x0216004c
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_12,534,77,34996301,0x0216004d
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_13,534,78,34996302,0x0216004e
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_14,534,79,34996303,0x0216004f
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_15,534,80,34996304,0x02160050
VmTimeline,VM_TIMELINE_KING_LATHAS_PAINTING_MODEL_16,534,81,34996305,0x02160051
VmTimeline,VM_TIMELINE_SUROK_TOMB,534,82,34996306,0x02160052
VmTimeline,VM_TIMELINE_DISPLAY_NUMBER,534,83,34996307,0x02160053
VmTimeline,DISPLAY_NUM,534,84,34996308,0x02160054
GrimPiano,BACKGROUND,535,0,35061760,0x02170000
GrimPiano,PIANO,535,1,35061761,0x02170001
GrimPiano,PIANO_OPEN_COMPARTMENT,535,2,35061762,0x02170002
GrimPiano,PIANO_OPEN,535,3,35061763,0x02170003
GrimPiano,PIANO_KEYS,535,4,35061764,0x02170004
GrimPiano,KEY_1_LAYER,535,5,35061765,0x02170005
GrimPiano,KEY1,535,6,35061766,0x02170006
GrimPiano,DEMOC,535,7,35061767,0x02170007
GrimPiano,KEY1_YELLOWC,535,8,35061768,0x02170008
GrimPiano,KEY_2_LAYER,535,9,35061769,0x02170009
GrimPiano,KEY2,535,10,35061770,0x0217000a
GrimPiano,DEMOD,535,11,35061771,0x0217000b
GrimPiano,KEY1_YELLOWD,535,12,35061772,0x0217000c
GrimPiano,KEY_3_LAYER,535,13,35061773,0x0217000d
GrimPiano,KEY3,535,14,35061774,0x0217000e
GrimPiano,DEMOE,535,15,35061775,0x0217000f
GrimPiano,KEY1_YELLOWE,535,16,35061776,0x02170010
GrimPiano,KEY_4_LAYER,535,17,35061777,0x02170011
GrimPiano,KEY4,535,18,35061778,0x02170012
GrimPiano,KEY_5_LAYER,535,19,35061779,0x02170013
GrimPiano,KEY5,535,20,35061780,0x02170014
GrimPiano,DEMOG,535,21,35061781,0x02170015
GrimPiano,KEY1_YELLOWG,535,22,35061782,0x02170016
GrimPiano,DEMOF,535,23,35061783,0x02170017
GrimPiano,KEY1_YELLOWF,535,24,35061784,0x02170018
GrimPiano,KEY_6_LAYER,535,25,35061785,0x02170019
GrimPiano,KEY6,535,26,35061786,0x0217001a
GrimPiano,DEMOA,535,27,35061787,0x0217001b
GrimPiano,KEY1_YELLOWA,535,28,35061788,0x0217001c
GrimPiano,KEY_7_LAYER,535,29,35061789,0x0217001d
GrimPiano,KEY7,535,30,35061790,0x0217001e
GrimPiano,DEMOB,535,31,35061791,0x0217001f
GrimPiano,KEY1_YELLOWB,535,32,35061792,0x02170020
GrimPiano,KEY_9_LAYER,535,33,35061793,0x02170021
GrimPiano,KEY9,535,34,35061794,0x02170022
GrimPiano,DEMOUD,535,35,35061795,0x02170023
GrimPiano,KEY1_YELLOWUD,535,36,35061796,0x02170024
GrimPiano,KEY_8_LAYER,535,37,35061797,0x02170025
GrimPiano,KEY8,535,38,35061798,0x02170026
GrimPiano,DEMOUC,535,39,35061799,0x02170027
GrimPiano,KEY1_YELLOWUC,535,40,35061800,0x02170028
GrimPiano,KEY_10_LAYER,535,41,35061801,0x02170029
GrimPiano,KEY10,535,42,35061802,0x0217002a
GrimPiano,DEMOUE,535,43,35061803,0x0217002b
GrimPiano,KEY1_YELLOWUE,535,44,35061804,0x0217002c
GrimPiano,KEY_14_LAYER,535,45,35061805,0x0217002d
GrimPiano,KEY14,535,46,35061806,0x0217002e
GrimPiano,DEMOUB,535,47,35061807,0x0217002f
GrimPiano,KEY1_YELLOWUB,535,48,35061808,0x02170030
GrimPiano,KEY_13_LAYER,535,49,35061809,0x02170031
GrimPiano,KEY13,535,50,35061810,0x02170032
GrimPiano,DEMOUA,535,51,35061811,0x02170033
GrimPiano,KEY1_YELLOWUA,535,52,35061812,0x02170034
GrimPiano,KEY_12_LAYER,535,53,35061813,0x02170035
GrimPiano,KEY12,535,54,35061814,0x02170036
GrimPiano,DEMOUG,535,55,35061815,0x02170037
GrimPiano,KEY1_YELLOWUG,535,56,35061816,0x02170038
GrimPiano,KEY_11_LAYER,535,57,35061817,0x02170039
GrimPiano,KEY11,535,58,35061818,0x0217003a
GrimPiano,DEMOUF,535,59,35061819,0x0217003b
GrimPiano,KEY1_YELLOWUF,535,60,35061820,0x0217003c
GrimPiano,DEMO_BUTTON_LAYER,535,61,35061821,0x0217003d
GrimPiano,DEMO_BUTTON,535,62,35061822,0x0217003e
GrimPiano,DEMO_BUTTON_YELLOW_LAYER,535,63,35061823,0x0217003f
GrimPiano,DEMO_BUTTON_YELLOW,535,64,35061824,0x02170040
GrimPiano,ROOT_GRAPHIC4,535,65,35061825,0x02170041
GrimPiano,PIANO_CLOSE,535,66,35061826,0x02170042
GrimPiano,GRIM_CLOSEBUTTON_LAYER,535,67,35061827,0x02170043
GrimPiano,LC,535,68,35061828,0x02170044
GrimPiano,LD,535,69,35061829,0x02170045
GrimPiano,LE,535,70,35061830,0x02170046
GrimPiano,LF,535,71,35061831,0x02170047
GrimPiano,LG,535,72,35061832,0x02170048
GrimPiano,LA,535,73,35061833,0x02170049
GrimPiano,LB,535,74,35061834,0x0217004a
GrimPiano,UC,535,75,35061835,0x0217004b
GrimPiano,UD,535,76,35061836,0x0217004c
GrimPiano,UE,535,77,35061837,0x0217004d
GrimPiano,UF,535,78,35061838,0x0217004e
GrimPiano,UG,535,79,35061839,0x0217004f
GrimPiano,UA,535,80,35061840,0x02170050
GrimPiano,UB,535,81,35061841,0x02170051
GrimPiano,PLAYDEM,535,82,35061842,0x02170052
GrimPiano,OPEN_COMPARTMENT_LAYER,535,83,35061843,0x02170053
GrimPiano,OPENCOMPARTMENT,535,84,35061844,0x02170054
GrimPiano,COMPARTMENT_LAYER,535,85,35061845,0x02170055
GrimPiano,SEARCHCOMPARTMENT,535,86,35061846,0x02170056
GrimRecipe,GRIM_RECIPE,536,0,35127296,0x02180000
GrimRecipe,GRIM_SCROLL,536,1,35127297,0x02180001
GrimRecipe,TEXT,536,2,35127298,0x02180002
GrimRecipe,GRIM_TITLE,536,3,35127299,0x02180003
GrimRecipe,GRIM_INSTRUCTIONS,536,4,35127300,0x02180004
GrimRecipe,ROOT_GRAPHIC2,536,5,35127301,0x02180005
GrimRecipe,ROOT_MODEL3,536,6,35127302,0x02180006
GrimSheetMusic,SCROLL,537,0,35192832,0x02190000
GrimSheetMusic,LINE_1,537,1,35192833,0x02190001
GrimSheetMusic,LINE_2,537,2,35192834,0x02190002
GrimSheetMusic,LINE_3,537,3,35192835,0x02190003
GrimSheetMusic,LINE_4,537,4,35192836,0x02190004
GrimSheetMusic,LINE_5,537,5,35192837,0x02190005
GrimSheetMusic,TREBLE_CLEF,537,6,35192838,0x02190006
GrimSheetMusic,NOTES_E_F_E_D,537,7,35192839,0x02190007
GrimSheetMusic,NOTES_C,537,8,35192840,0x02190008
GrimSheetMusic,NOTES_A,537,9,35192841,0x02190009
GrimSheetMusic,NOTES_E,537,10,35192842,0x0219000a
GrimSheetMusic,NOTES_G,537,11,35192843,0x0219000b
GrimSheetMusic,NOTES_A2,537,12,35192844,0x0219000c
GrimSheetMusic,E,537,13,35192845,0x0219000d
GrimSheetMusic,F,537,14,35192846,0x0219000e
GrimSheetMusic,E_2,537,15,35192847,0x0219000f
GrimSheetMusic,D,537,16,35192848,0x02190010
GrimSheetMusic,C,537,17,35192849,0x02190011
GrimSheetMusic,A,537,18,35192850,0x02190012
GrimSheetMusic,E_3,537,19,35192851,0x02190013
GrimSheetMusic,G,537,20,35192852,0x02190014
GrimSheetMusic,A_2,537,21,35192853,0x02190015
GrimSheetMusic,PIANO_KEYS,537,22,35192854,0x02190016
GrimSheetMusic,KEY_C,537,23,35192855,0x02190017
GrimSheetMusic,KEY_D,537,24,35192856,0x02190018
GrimSheetMusic,KEY_E,537,25,35192857,0x02190019
GrimSheetMusic,KEY_F,537,26,35192858,0x0219001a
GrimSheetMusic,KEY_G,537,27,35192859,0x0219001b
GrimSheetMusic,KEY_A,537,28,35192860,0x0219001c
GrimSheetMusic,KEY_B,537,29,35192861,0x0219001d
GrimSheetMusic,KEY_D2,537,30,35192862,0x0219001e
GrimSheetMusic,KEY_C2,537,31,35192863,0x0219001f
GrimSheetMusic,KEY_E2,537,32,35192864,0x02190020
GrimSheetMusic,KEY_F2,537,33,35192865,0x02190021
GrimSheetMusic,KEY_G2,537,34,35192866,0x02190022
GrimSheetMusic,KEY_A2,537,35,35192867,0x02190023
GrimSheetMusic,KEY_B2,537,36,35192868,0x02190024
GrimSheetMusic,UPPER,537,37,35192869,0x02190025
GrimSheetMusic,LOWER,537,38,35192870,0x02190026
GrimSheetMusic,ROOT_GRAPHIC39,537,39,35192871,0x02190027
GrimTasklist,GRIM_PAPER,538,0,35258368,0x021a0000
GrimTasklist,GRIM_SCROLL,538,1,35258369,0x021a0001
GrimTasklist,GRIM_TO_DO_LIST,538,2,35258370,0x021a0002
GrimTasklist,GRIM_NOTE_TITLE,538,3,35258371,0x021a0003
GrimTasklist,GRIM_LIST,538,4,35258372,0x021a0004
GrimTasklist,ROOT_GRAPHIC2,538,5,35258373,0x021a0005
RaidsRewards,UNIVERSE,539,0,35323904,0x021b0000
RaidsRewards,FRAME,539,1,35323905,0x021b0001
RaidsRewards,CONTENT,539,2,35323906,0x021b0002
RaidsRewards,CONTENT_MODEL0,539,3,35323907,0x021b0003
RaidsRewards,CONTENT_MODEL1,539,4,35323908,0x021b0004
RaidsRewards,ITEMS,539,5,35323909,0x021b0005
RaidsRewards,BANK,539,6,35323910,0x021b0006
RaidsRewards,BANK_ICON,539,7,35323911,0x021b0007
RaidsRewards,INVENTORY,539,8,35323912,0x021b0008
RaidsRewards,INVENTORY_ICON,539,9,35323913,0x021b0009
RaidsRewards,DISCARD,539,10,35323914,0x021b000a
RaidsRewards,DISCARD_ICON,539,11,35323915,0x021b000b
IiElnocksExchange,UNIVERSE,540,0,35389440,0x021c0000
IiElnocksExchange,FRAME,540,1,35389441,0x021c0001
IiElnocksExchange,CONTENT,540,2,35389442,0x021c0002
IiElnocksExchange,SHOP,540,3,35389443,0x021c0003
IiElnocksExchange,SHOP_FRAME,540,4,35389444,0x021c0004
IiElnocksExchange,PRICE,540,5,35389445,0x021c0005
IiElnocksExchange,BUY,540,6,35389446,0x021c0006
IiElnocksExchange,CONFIRM,540,7,35389447,0x021c0007
Prayerbook,UNIVERSE,541,0,35454976,0x021d0000
Prayerbook,TOP,541,1,35454977,0x021d0001
Prayerbook,INFOGLOW,541,2,35454978,0x021d0002
Prayerbook,CONTAINER,541,3,35454979,0x021d0003
Prayerbook,FILTERMENU_CONTAINER,541,4,35454980,0x021d0004
Prayerbook,BOTTOM,541,5,35454981,0x021d0005
Prayerbook,FILTERBUTTON,541,6,35454982,0x021d0006
Prayerbook,LEVEL,541,7,35454983,0x021d0007
Prayerbook,INFO,541,8,35454984,0x021d0008
Prayerbook,PRAYER1,541,9,35454985,0x021d0009
Prayerbook,PRAYER2,541,10,35454986,0x021d000a
Prayerbook,PRAYER3,541,11,35454987,0x021d000b
Prayerbook,PRAYER4,541,12,35454988,0x021d000c
Prayerbook,PRAYER5,541,13,35454989,0x021d000d
Prayerbook,PRAYER6,541,14,35454990,0x021d000e
Prayerbook,PRAYER7,541,15,35454991,0x021d000f
Prayerbook,PRAYER8,541,16,35454992,0x021d0010
Prayerbook,PRAYER9,541,17,35454993,0x021d0011
Prayerbook,PRAYER10,541,18,35454994,0x021d0012
Prayerbook,PRAYER11,541,19,35454995,0x021d0013
Prayerbook,PRAYER12,541,20,35454996,0x021d0014
Prayerbook,PRAYER13,541,21,35454997,0x021d0015
Prayerbook,PRAYER14,541,22,35454998,0x021d0016
Prayerbook,PRAYER15,541,23,35454999,0x021d0017
Prayerbook,PRAYER16,541,24,35455000,0x021d0018
Prayerbook,PRAYER17,541,25,35455001,0x021d0019
Prayerbook,PRAYER18,541,26,35455002,0x021d001a
Prayerbook,PRAYER19,541,27,35455003,0x021d001b
Prayerbook,PRAYER20,541,28,35455004,0x021d001c
Prayerbook,PRAYER21,541,29,35455005,0x021d001d
Prayerbook,PRAYER22,541,30,35455006,0x021d001e
Prayerbook,PRAYER23,541,31,35455007,0x021d001f
Prayerbook,PRAYER24,541,32,35455008,0x021d0020
Prayerbook,PRAYER25,541,33,35455009,0x021d0021
Prayerbook,PRAYER26,541,34,35455010,0x021d0022
Prayerbook,PRAYER27,541,35,35455011,0x021d0023
Prayerbook,PRAYER28,541,36,35455012,0x021d0024
Prayerbook,PRAYER29,541,37,35455013,0x021d0025
Prayerbook,PRAYER30,541,38,35455014,0x021d0026
Prayerbook,TOOLTIP,541,39,35455015,0x021d0027
Prayerbook,FILTERMENU_CONTAINER_GRAPHIC0,541,40,35455016,0x021d0028
Prayerbook,FILTERMENU_CONTAINER_TEXT1,541,41,35455017,0x021d0029
Prayerbook,FILTERMENU,541,42,35455018,0x021d002a
PinballOverlay,UNIVERSE,542,0,35520512,0x021e0000
PinballOverlay,UNIVERSE_RECT0,542,1,35520513,0x021e0001
PinballOverlay,DODGER,542,2,35520514,0x021e0002
PinballOverlay,CONTENT,542,3,35520515,0x021e0003
DragonSlayerQipClouds,ROOT_RECT0,543,0,35586048,0x021f0000
DragonSlayerQipClouds,BOUNDARY,543,1,35586049,0x021f0001
DragonSlayerQipClouds,BOUNDARY_RECT0,543,2,35586050,0x021f0002
DragonSlayerQipClouds,BOUNDARY_RECT1,543,3,35586051,0x021f0003
DragonSlayerQipClouds,BOUNDARY_RECT2,543,4,35586052,0x021f0004
DragonSlayerQipClouds,BOUNDARY_RECT3,543,5,35586053,0x021f0005
DragonSlayerQipClouds,BOUNDARY_RECT4,543,6,35586054,0x021f0006
DragonSlayerQipClouds,BOUNDARY_RECT5,543,7,35586055,0x021f0007
DragonSlayerQipClouds,BOUNDARY_RECT6,543,8,35586056,0x021f0008
DragonSlayerQipClouds,BOUNDARY_RECT7,543,9,35586057,0x021f0009
DragonSlayerQipClouds,BOUNDARY_RECT8,543,10,35586058,0x021f000a
DragonSlayerQipClouds,BOUNDARY_RECT9,543,11,35586059,0x021f000b
DragonSlayerQipClouds,BOUNDARY_RECT10,543,12,35586060,0x021f000c
DragonSlayerQipClouds,BOUNDARY_RECT11,543,13,35586061,0x021f000d
DragonSlayerQipClouds,CLOUD1,543,14,35586062,0x021f000e
DragonSlayerQipClouds,CLOUD1_1,543,15,35586063,0x021f000f
DragonSlayerQipClouds,CLOUD1_2,543,16,35586064,0x021f0010
DragonSlayerQipClouds,LIGHTNING_CLOUD,543,17,35586065,0x021f0011
DragonSlayerQipCrJourney,BACKGROUND,544,0,35651584,0x02200000
DragonSlayerQipCrJourney,BACKGROUND_MODEL0,544,1,35651585,0x02200001
DragonSlayerQipCrJourney,DRAGON__SLAYER_MAP1,544,2,35651586,0x02200002
DragonSlayerQipCrJourney,DRAGON_SLAYER_MAP2,544,3,35651587,0x02200003
DragonSlayerQipCrJourney,DRAGON_SLAYER_QIP_MAP3,544,4,35651588,0x02200004
DragonSlayerQipCrJourney,BOAT,544,5,35651589,0x02200005
DragonSlayerQipElvarg,ELVARG,545,0,35717120,0x02210000
DragonSlayerQipElvargFly,ROOT_RECT0,546,0,35782656,0x02220000
DragonSlayerQipElvargFly,BOUNDARY,546,1,35782657,0x02220001
DragonSlayerQipElvargFly,BOUNDARY_RECT0,546,2,35782658,0x02220002
DragonSlayerQipElvargFly,BOUNDARY_RECT1,546,3,35782659,0x02220003
DragonSlayerQipElvargFly,BOUNDARY_RECT2,546,4,35782660,0x02220004
DragonSlayerQipElvargFly,BOUNDARY_RECT3,546,5,35782661,0x02220005
DragonSlayerQipElvargFly,BOUNDARY_RECT4,546,6,35782662,0x02220006
DragonSlayerQipElvargFly,BOUNDARY_RECT5,546,7,35782663,0x02220007
DragonSlayerQipElvargFly,BOUNDARY_RECT6,546,8,35782664,0x02220008
DragonSlayerQipElvargFly,BOUNDARY_RECT7,546,9,35782665,0x02220009
DragonSlayerQipElvargFly,BOUNDARY_RECT8,546,10,35782666,0x0222000a
DragonSlayerQipElvargFly,BOUNDARY_RECT9,546,11,35782667,0x0222000b
DragonSlayerQipElvargFly,BOUNDARY_RECT10,546,12,35782668,0x0222000c
DragonSlayerQipElvargFly,BOUNDARY_RECT11,546,13,35782669,0x0222000d
DragonSlayerQipElvargFly,BOUNDARY_RECT12,546,14,35782670,0x0222000e
DragonSlayerQipElvargFly,CLOUD1_1,546,15,35782671,0x0222000f
DragonSlayerQipElvargFly,CLOUD1,546,16,35782672,0x02220010
DragonSlayerQipElvargFly,CLOUD2,546,17,35782673,0x02220011
DragonSlayerQipElvargFly,DRAGON,546,18,35782674,0x02220012
DragonSlayerQipMap,DRAGON__SLAYER_MAP1,547,0,35848192,0x02230000
DragonSlayerQipMap,DRAGON_SLAYER_MAP2,547,1,35848193,0x02230001
DragonSlayerQipMap,DRAGON_SLAYER_QIP_MAP3,547,2,35848194,0x02230002
DragonSlayerQipMap,ROOT_GRAPHIC3,547,3,35848195,0x02230003
Toplevel,UNIVERSE,548,0,35913728,0x02240000
Toplevel,CONTROL,548,1,35913729,0x02240001
Toplevel,GAMEFRAME,548,2,35913730,0x02240002
Toplevel,POPOUT,548,3,35913731,0x02240003
Toplevel,TLI_LISTENER,548,4,35913732,0x02240004
Toplevel,MOUSEOVER,548,5,35913733,0x02240005
Toplevel,UI_HIGHLIGHTS,548,6,35913734,0x02240006
Toplevel,GAMEFRAME_GRAPHIC0,548,7,35913735,0x02240007
Toplevel,GAMEFRAME_GRAPHIC1,548,8,35913736,0x02240008
Toplevel,MAPCONTAINER,548,9,35913737,0x02240009
Toplevel,MAIN,548,10,35913738,0x0224000a
Toplevel,CHAT_CONTAINER,548,11,35913739,0x0224000b
Toplevel,GAMEFRAME_GRAPHIC5,548,12,35913740,0x0224000c
Toplevel,GAMEFRAME_GRAPHIC6,548,13,35913741,0x0224000d
Toplevel,GAMEFRAME_GRAPHIC7,548,14,35913742,0x0224000e
Toplevel,SIDE_BOTTOM_CONTAINER,548,15,35913743,0x0224000f
Toplevel,SIDE_TOP_CONTAINER,548,16,35913744,0x02240010
Toplevel,SIDE,548,17,35913745,0x02240011
Toplevel,MAPCONTAINER_GRAPHIC0,548,18,35913746,0x02240012
Toplevel,MAPCONTAINER_GRAPHIC1,548,19,35913747,0x02240013
Toplevel,MAPCONTAINER_GRAPHIC2,548,20,35913748,0x02240014
Toplevel,MAPCONTAINER_GRAPHIC3,548,21,35913749,0x02240015
Toplevel,MINIMAP,548,22,35913750,0x02240016
Toplevel,MAPCONTAINER_GRAPHIC5,548,23,35913751,0x02240017
Toplevel,COMPASSCLICK,548,24,35913752,0x02240018
Toplevel,ORBS,548,25,35913753,0x02240019
Toplevel,VIEWPORT,548,26,35913754,0x0224001a
Toplevel,OVERLAY_ATMOSPHERE,548,27,35913755,0x0224001b
Toplevel,HPBAR_HUD,548,28,35913756,0x0224001c
Toplevel,PVP_ICONS,548,29,35913757,0x0224001d
Toplevel,HELPER,548,30,35913758,0x0224001e
Toplevel,STAT_BOOSTS_HUD,548,31,35913759,0x0224001f
Toplevel,BUFF_BAR,548,32,35913760,0x02240020
Toplevel,OVERLAY_HUD,548,33,35913761,0x02240021
Toplevel,XP_DROPS,548,34,35913762,0x02240022
Toplevel,ZEAH,548,35,35913763,0x02240023
Toplevel,PM_CONTAINER,548,36,35913764,0x02240024
Toplevel,MULTIWAY_ICON,548,37,35913765,0x02240025
Toplevel,HELPER_DODGER,548,38,35913766,0x02240026
Toplevel,HELPER_CONTENT,548,39,35913767,0x02240027
Toplevel,GRAVESTONE,548,40,35913768,0x02240028
Toplevel,MAINMODAL,548,41,35913769,0x02240029
Toplevel,MAINCRM,548,42,35913770,0x0224002a
Toplevel,FLOATER,548,43,35913771,0x0224002b
Toplevel,NOTIFICATIONS,548,44,35913772,0x0224002c
Toplevel,DEBUG,548,45,35913773,0x0224002d
Toplevel,SIDE_BOTTOM_CONTAINER_GRAPHIC0,548,46,35913774,0x0224002e
Toplevel,SIDE_BOTTOM,548,47,35913775,0x0224002f
Toplevel,STONE7,548,48,35913776,0x02240030
Toplevel,STONE8,548,49,35913777,0x02240031
Toplevel,STONE9,548,50,35913778,0x02240032
Toplevel,STONE10,548,51,35913779,0x02240033
Toplevel,STONE11,548,52,35913780,0x02240034
Toplevel,STONE12,548,53,35913781,0x02240035
Toplevel,STONE13,548,54,35913782,0x02240036
Toplevel,ICON7,548,55,35913783,0x02240037
Toplevel,ICON8,548,56,35913784,0x02240038
Toplevel,ICON9,548,57,35913785,0x02240039
Toplevel,ICON10,548,58,35913786,0x0224003a
Toplevel,ICON11,548,59,35913787,0x0224003b
Toplevel,ICON12,548,60,35913788,0x0224003c
Toplevel,ICON13,548,61,35913789,0x0224003d
Toplevel,SIDE_TOP_CONTAINER_GRAPHIC0,548,62,35913790,0x0224003e
Toplevel,SIDE_TOP,548,63,35913791,0x0224003f
Toplevel,STONE0,548,64,35913792,0x02240040
Toplevel,STONE1,548,65,35913793,0x02240041
Toplevel,STONE2,548,66,35913794,0x02240042
Toplevel,STONE3,548,67,35913795,0x02240043
Toplevel,STONE4,548,68,35913796,0x02240044
Toplevel,STONE5,548,69,35913797,0x02240045
Toplevel,STONE6,548,70,35913798,0x02240046
Toplevel,ICON0,548,71,35913799,0x02240047
Toplevel,ICON1,548,72,35913800,0x02240048
Toplevel,ICON2,548,73,35913801,0x02240049
Toplevel,ICON3,548,74,35913802,0x0224004a
Toplevel,ICON4,548,75,35913803,0x0224004b
Toplevel,ICON5,548,76,35913804,0x0224004c
Toplevel,ICON6,548,77,35913805,0x0224004d
Toplevel,SIDE_GRAPHIC0,548,78,35913806,0x0224004e
Toplevel,SIDEMODAL,548,79,35913807,0x0224004f
Toplevel,SIDE_PANELS,548,80,35913808,0x02240050
Toplevel,SIDE0,548,81,35913809,0x02240051
Toplevel,SIDE1,548,82,35913810,0x02240052
Toplevel,SIDE2,548,83,35913811,0x02240053
Toplevel,SIDE3,548,84,35913812,0x02240054
Toplevel,SIDE4,548,85,35913813,0x02240055
Toplevel,SIDE5,548,86,35913814,0x02240056
Toplevel,SIDE6,548,87,35913815,0x02240057
Toplevel,SIDE7,548,88,35913816,0x02240058
Toplevel,SIDE8,548,89,35913817,0x02240059
Toplevel,SIDE9,548,90,35913818,0x0224005a
Toplevel,SIDE10,548,91,35913819,0x0224005b
Toplevel,SIDE11,548,92,35913820,0x0224005c
Toplevel,SIDE12,548,93,35913821,0x0224005d
Toplevel,SIDE13,548,94,35913822,0x0224005e
Toplevel,SIDECRM,548,95,35913823,0x0224005f
KillLog,UNIVERSE,549,0,35979264,0x02250000
KillLog,BACKGROUND,549,1,35979265,0x02250001
KillLog,CONTENTS,549,2,35979266,0x02250002
KillLog,INTERFACE_TITLE,549,3,35979267,0x02250003
KillLog,SCROLLBAR,549,4,35979268,0x02250004
KillLog,SCROLLING,549,5,35979269,0x02250005
KillLog,SCROLLING_RECT0,549,6,35979270,0x02250006
KillLog,SCROLLING_RECT1,549,7,35979271,0x02250007
KillLog,SCROLLING_RECT2,549,8,35979272,0x02250008
KillLog,NAME_TITLE,549,9,35979273,0x02250009
KillLog,TOTAL_TITLE,549,10,35979274,0x0225000a
KillLog,STREAK_TITLE,549,11,35979275,0x0225000b
KillLog,BARS,549,12,35979276,0x0225000c
KillLog,NAME,549,13,35979277,0x0225000d
KillLog,KILL,549,14,35979278,0x0225000e
KillLog,STREAK,549,15,35979279,0x0225000f
KillLog,RESET,549,16,35979280,0x02250010
KillLog,NOCLICK,549,17,35979281,0x02250011
KillLog,GREY,549,18,35979282,0x02250012
KillLog,CONFIRMATION_LAYER,549,19,35979283,0x02250013
KillLog,CONFIRM_BACK,549,20,35979284,0x02250014
KillLog,CONFIRMATION_BACKING,549,21,35979285,0x02250015
KillLog,CONFIRMATION_BORDER_1,549,22,35979286,0x02250016
KillLog,CONFIRMATION_BORDER,549,23,35979287,0x02250017
KillLog,RESET_TEXT,549,24,35979288,0x02250018
KillLog,CONFIRM_RESET,549,25,35979289,0x02250019
KillLog,CONFIRM_GFX,549,26,35979290,0x0225001a
KillLog,CANCEL_RESET,549,27,35979291,0x0225001b
KillLog,CANCEL_GFX,549,28,35979292,0x0225001c
RaidsStorageShared,UNIVERSE,550,0,36044800,0x02260000
RaidsStorageShared,FRAME,550,1,36044801,0x02260001
RaidsStorageShared,OCCUPIEDSLOTS,550,2,36044802,0x02260002
RaidsStorageShared,UNIVERSE_LINE2,550,3,36044803,0x02260003
RaidsStorageShared,CAPACITY,550,4,36044804,0x02260004
RaidsStorageShared,PRIVATE,550,5,36044805,0x02260005
RaidsStorageShared,WARNING,550,6,36044806,0x02260006
RaidsStorageShared,ITEMS,550,7,36044807,0x02260007
RaidsStorageShared,SCROLLBAR,550,8,36044808,0x02260008
RaidsStorageSide,UNIVERSE,551,0,36110336,0x02270000
RaidsStorageSide,ITEMS,551,1,36110337,0x02270001
RaidsStorageSide,WARNING,551,2,36110338,0x02270002
RaidsStorageSide,WARNING_RECT0,551,3,36110339,0x02270003
RaidsStorageSide,WARNING_RECT1,551,4,36110340,0x02270004
RaidsStorageSide,MESSAGECONTAINER,551,5,36110341,0x02270005
RaidsStorageSide,MESSAGECONTAINER_GRAPHIC0,551,6,36110342,0x02270006
RaidsStorageSide,TEXT,551,7,36110343,0x02270007
RaidsStorageSide,DISMISS,551,8,36110344,0x02270008
QipObsTelescope,ROOT_RECT0,552,0,36175872,0x02280000
QipObsTelescope,ROOT_RECT1,552,1,36175873,0x02280001
QipObsTelescope,ROOT_RECT2,552,2,36175874,0x02280002
QipObsTelescope,ROOT_RECT3,552,3,36175875,0x02280003
QipObsTelescope,ROOT_RECT4,552,4,36175876,0x02280004
QipObsTelescope,ROOT_RECT5,552,5,36175877,0x02280005
QipObsTelescope,VIEWFINDER,552,6,36175878,0x02280006
QipObsTelescope,STARS,552,7,36175879,0x02280007
QipObsTelescope,CLOSE_BUTTON,552,8,36175880,0x02280008
MagictrainingMain,UNIVERSE,553,0,36241408,0x02290000
MagictrainingMain,DODGER,553,1,36241409,0x02290001
MagictrainingMain,CONTENTS,553,2,36241410,0x02290002
MagictrainingMain,CONTENTS_MODEL0,553,3,36241411,0x02290003
MagictrainingMain,MAGICTRAIN_TITLE,553,4,36241412,0x02290004
MagictrainingMain,MAGIGTRAIN_SUBTITLE,553,5,36241413,0x02290005
MagictrainingMain,MAGICTRAIN_TELE_TITLE,553,6,36241414,0x02290006
MagictrainingMain,MAGICTRAIN_ALCH_TITLE,553,7,36241415,0x02290007
MagictrainingMain,MAGICTRAIN_ENCH_TITLE,553,8,36241416,0x02290008
MagictrainingMain,MAGICTRAIN_GRAVE_TITLE,553,9,36241417,0x02290009
MagictrainingMain,MAGICTRAIN_TELE_POINTS,553,10,36241418,0x0229000a
MagictrainingMain,MAGICTRAIN_ALCH_POINTS,553,11,36241419,0x0229000b
MagictrainingMain,MAGICTRAIN_ENCH_POINTS,553,12,36241420,0x0229000c
MagictrainingMain,MAGICTRAIN_GRAVE_POINTS,553,13,36241421,0x0229000d
MagictrainingMain,MAGICTRAIN_LAY1,553,14,36241422,0x0229000e
MagictrainingMain,MAGICTRAIN_LAY2,553,15,36241423,0x0229000f
MagictrainingMain,MAGICTRAIN_LAY3,553,16,36241424,0x02290010
MagictrainingMain,MAGICTRAIN_LAY4,553,17,36241425,0x02290011
