id,name,runelite_const,config_name,combat_level,size,on_minimap,is_follower,ops,stat_attack,stat_defence,stat_strength,stat_hitpoints,stat_ranged,stat_magic,varbit_id,varp_id,multi_children,category,params
6788,null,VMQ1_BANDIT_2_VARROCK,vmq1_bandit_2_varrock,1,1,1,0,,1,1,1,1,1,1,9632,,"[-1,-1,-1,-1,-1,-1,-1,-1,12664,-1]",922,
6789,null,VMQ1_BANDIT_3_VARROCK,vmq1_bandit_3_varrock,1,1,1,0,,1,1,1,1,1,1,9632,,"[-1,-1,-1,-1,-1,-1,-1,-1,12665,-1]",922,
6790,null,VMQ1_BANDIT_4_VARROCK,vmq1_bandit_4_varrock,1,1,1,0,,1,1,1,1,1,1,9632,,"[-1,-1,-1,-1,-1,-1,-1,-1,12666,-1]",922,
6791,null,VMQ1_BANDIT_4_CELL,vmq1_bandit_4_cell,1,1,1,0,,1,1,1,1,1,1,9632,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12666,12666,12666,12666,12666,12666,12666,12666,12666,-1]",0,
6792,,NZONE_PRACTICE_CONTROLLER,nzone_practice_controller,1,1,0,0,,1,1,1,1,1,1,,,,0,
6793,Hell-Rat Behemoth,HUNDRED_DAVE_BIGRAT,hundred_dave_bigrat,0,2,1,0,,9,1,1,15,1,1,,,,262,"{""50"":3,""26"":2,""46"":592}"
6794,Monkey Archer,MM_MONKEY_NINJA_TEASER,mm_monkey_ninja_teaser,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6795,Pyrelord,SLAYER_PYREBEAST_2,slayer_pyrebeast_2,60,2,1,0,Attack,60,30,40,80,1,1,,,,275,"{""50"":47,""5"":10,""6"":10,""7"":10,""26"":5,""46"":25766}"
6796,null,MM_MONKEY_NINJA_TEASER_MULTI,mm_monkey_ninja_teaser_multi,0,1,1,0,,1,1,1,1,1,1,,365,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6794,-1]",0,
6797,Nieve,SLAYER_MASTER_NIEVE,slayer_master_nieve,0,1,1,0,Talk-to|Assignment|Trade|Rewards,1,1,1,1,1,1,,,,289,
6798,Steve,SLAYER_MASTER_STEVE,slayer_master_steve,0,1,1,0,Talk-to|Assignment|Trade|Rewards,1,1,1,1,1,1,,,,289,
6799,Steve,WYVERN_CAVE_STEVE,wyvern_cave_steve,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6800,,DEADMAN_TOURNAMENT_TIMER,deadman_tournament_timer,0,1,0,0,,1,1,1,1,1,1,,,,0,
6801,Pieve,WYVERN_CAVE_PIEVE,wyvern_cave_pieve,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6802,Combat Test,TEST_COMBAT_DUMMY,test_combat_dummy,12743,1,1,0,Attack|Maxhit Variant,0,0,0,50000,1,500,,,,1287,"{""5"":-100,""6"":-100,""7"":-100,""8"":-100}"
6803,Maniacal monkey,MM2_MANIACAL_MONKEY,mm2_maniacal_monkey,48,1,1,0,Attack,100,1,40,10,1,1,,,,0,"{""26"":1}"
6804,Kruk,MM2_KRUK_NONCOMBAT,mm2_kruk_noncombat,207,1,1,0,Talk-to,130,130,130,130,1,130,,,,0,"{""26"":1,""10"":120,""14"":4,""46"":19523}"
6805,Kruk,MM2_KRUK_COMBAT,mm2_kruk_combat,207,1,1,0,Attack,130,150,130,210,170,130,,,,0,"{""4"":150,""5"":100,""6"":100,""7"":100,""8"":250,""26"":1,""10"":90,""12"":70,""14"":4}"
6806,Assistant Le Smith,MM2_LE_SMITH,mm2_le_smith,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6807,null,MM2_LE_SMITH_POS1_MULTI,mm2_le_smith_pos1_multi,1,1,1,0,,1,1,1,1,1,1,5040,,"[-1,6806,-1]",940,
6808,null,MM2_LE_SMITH_POS2_MULTI,mm2_le_smith_pos2_multi,1,1,1,0,,1,1,1,1,1,1,5040,,"[-1,-1,6806,-1]",940,
6809,null,MM2_LE_SMITH_POS3_MULTI,mm2_le_smith_pos3_multi,1,1,1,0,,1,1,1,1,1,1,5040,,"[-1,-1,-1,6806,-1]",940,
6810,null,MM2_LE_SMITH_POS4_MULTI,mm2_le_smith_pos4_multi,1,1,1,0,,1,1,1,1,1,1,5040,,"[-1,-1,-1,-1,6806,-1]",940,
6811,Monkey guard,MM2_MONKEY_BOAT_GUARD,mm2_monkey_boat_guard,0,1,1,0,Talk-to,80,80,80,50,110,1,,,,0,"{""46"":3179}"
6812,Awowogei,MM2_AWOWOGEI,mm2_awowogei,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,396,
6813,Monkey Archer,MM2_MONKEY_ARCHER,mm2_monkey_archer,86,1,1,0,Talk-to,80,80,80,50,110,1,,,,0,"{""46"":3179}"
6814,Lammy Langle,FARMING_GARDENER_SPIRIT_TREE_4,farming_gardener_spirit_tree_4,0,1,1,0,Talk-to|Pay|Trade,1,1,1,1,1,1,,,,459,
6815,Man,DEATH_MAN_INDOORS1,death_man_indoors1,2,1,1,0,Talk-to|Attack|Pickpocket,1,1,1,7,1,1,,,,0,"{""5"":-21,""6"":-21,""7"":-21,""8"":-21,""26"":2}"
6816,Gee,LUMBRIDGE_GUIDE2_MAN,lumbridge_guide2_man,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6817,Great blue heron,POH_SKILLPET_FISH_TEMPOROSS,poh_skillpet_fish_tempoross,0,1,0,0,Talk-to|Metamorphosis|Pick-up,1,1,1,1,1,1,,,,764,
6818,Man,MAN_INDOOR,man_indoor,2,1,1,0,Talk-to|Attack|Pickpocket,1,1,1,7,1,1,,,,266,"{""5"":-21,""6"":-21,""7"":-21,""8"":-21,""26"":2}"
6819,null,HUNTING_SAPLING_TRAP_NPC,hunting_sapling_trap_npc,0,1,0,0,,1,1,1,1,1,1,3075,,"[-1,3106,-1]",370,
6820,null,HUNTING_SAPLING_TRAP_NPC_OFF,hunting_sapling_trap_npc_off,0,1,0,0,,1,1,1,1,1,1,3075,,"[-1,3106,-1]",370,
6821,null,HUNTING_DEADFALL_TRAP_NPC,hunting_deadfall_trap_npc,0,1,0,0,,1,1,1,1,1,1,3075,,"[-1,3106,-1]",370,
6822,null,HUNTING_DEADFALL_TRAP_NPC_OFF,hunting_deadfall_trap_npc_off,0,1,0,0,,1,1,1,1,1,1,3075,,"[-1,3106,-1]",370,
6823,Town Crier,PMOD_TOWN_CRIER_ZEAH,pmod_town_crier_zeah,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,259,
6824,Giant bat,BAT_UNAGGRESSIVE,bat_unaggressive,27,2,1,0,Attack,22,22,22,32,1,1,,,,296,"{""50"":8,""5"":10,""6"":10,""7"":12,""8"":10,""26"":0,""46"":530}"
6825,Rod Fishing spot,PISCARILIUSFISH,piscariliusfish,0,1,0,0,Bait,1,1,1,1,1,1,,,,919,
6826,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_1_NORTH,shayzien_wounded_down_1_north,0,2,1,0,,1,1,1,1,1,1,,,,920,
6827,Wounded soldier,SHAYZIEN_WOUNDED_UP_1_NORTH,shayzien_wounded_up_1_north,0,2,1,0,,1,1,1,1,1,1,,,,921,
6828,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_1_SOUTH,shayzien_wounded_down_1_south,0,2,1,0,,1,1,1,1,1,1,,,,920,
6829,Wounded soldier,SHAYZIEN_WOUNDED_UP_1_SOUTH,shayzien_wounded_up_1_south,0,2,1,0,,1,1,1,1,1,1,,,,921,
6830,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_1_WEST,shayzien_wounded_down_1_west,0,2,1,0,,1,1,1,1,1,1,,,,920,
6831,Wounded soldier,SHAYZIEN_WOUNDED_UP_1_WEST,shayzien_wounded_up_1_west,0,2,1,0,,1,1,1,1,1,1,,,,921,
6832,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_1_EAST,shayzien_wounded_down_1_east,0,2,1,0,,1,1,1,1,1,1,,,,920,
6833,Wounded soldier,SHAYZIEN_WOUNDED_UP_1_EAST,shayzien_wounded_up_1_east,0,2,1,0,,1,1,1,1,1,1,,,,921,
6834,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_2_NORTH,shayzien_wounded_down_2_north,0,2,1,0,,1,1,1,1,1,1,,,,920,
6835,Wounded soldier,SHAYZIEN_WOUNDED_UP_2_NORTH,shayzien_wounded_up_2_north,0,2,1,0,,1,1,1,1,1,1,,,,921,
6836,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_2_SOUTH,shayzien_wounded_down_2_south,0,2,1,0,,1,1,1,1,1,1,,,,920,
6837,Wounded soldier,SHAYZIEN_WOUNDED_UP_2_SOUTH,shayzien_wounded_up_2_south,0,2,1,0,,1,1,1,1,1,1,,,,921,
6838,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_2_WEST,shayzien_wounded_down_2_west,0,2,1,0,,1,1,1,1,1,1,,,,920,
6839,Wounded soldier,SHAYZIEN_WOUNDED_UP_2_WEST,shayzien_wounded_up_2_west,0,2,1,0,,1,1,1,1,1,1,,,,921,
6840,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_2_EAST,shayzien_wounded_down_2_east,0,2,1,0,,1,1,1,1,1,1,,,,920,
6841,Wounded soldier,SHAYZIEN_WOUNDED_UP_2_EAST,shayzien_wounded_up_2_east,0,2,1,0,,1,1,1,1,1,1,,,,921,
6842,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_3_NORTH,shayzien_wounded_down_3_north,0,2,1,0,,1,1,1,1,1,1,,,,920,
6843,Wounded soldier,SHAYZIEN_WOUNDED_UP_3_NORTH,shayzien_wounded_up_3_north,0,2,1,0,,1,1,1,1,1,1,,,,921,
6844,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_3_SOUTH,shayzien_wounded_down_3_south,0,2,1,0,,1,1,1,1,1,1,,,,920,
6845,Wounded soldier,SHAYZIEN_WOUNDED_UP_3_SOUTH,shayzien_wounded_up_3_south,0,2,1,0,,1,1,1,1,1,1,,,,921,
6846,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_3_WEST,shayzien_wounded_down_3_west,0,2,1,0,,1,1,1,1,1,1,,,,920,
6847,Wounded soldier,SHAYZIEN_WOUNDED_UP_3_WEST,shayzien_wounded_up_3_west,0,2,1,0,,1,1,1,1,1,1,,,,921,
6848,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_3_EAST,shayzien_wounded_down_3_east,0,2,1,0,,1,1,1,1,1,1,,,,920,
6849,Wounded soldier,SHAYZIEN_WOUNDED_UP_3_EAST,shayzien_wounded_up_3_east,0,2,1,0,,1,1,1,1,1,1,,,,921,
6850,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_4_NORTH,shayzien_wounded_down_4_north,0,2,1,0,,1,1,1,1,1,1,,,,920,
6851,Wounded soldier,SHAYZIEN_WOUNDED_UP_4_NORTH,shayzien_wounded_up_4_north,0,2,1,0,,1,1,1,1,1,1,,,,921,
6852,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_4_SOUTH,shayzien_wounded_down_4_south,0,2,1,0,,1,1,1,1,1,1,,,,920,
6853,Wounded soldier,SHAYZIEN_WOUNDED_UP_4_SOUTH,shayzien_wounded_up_4_south,0,2,1,0,,1,1,1,1,1,1,,,,921,
6854,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_4_WEST,shayzien_wounded_down_4_west,0,2,1,0,,1,1,1,1,1,1,,,,920,
6855,Wounded soldier,SHAYZIEN_WOUNDED_UP_4_WEST,shayzien_wounded_up_4_west,0,2,1,0,,1,1,1,1,1,1,,,,921,
6856,Wounded soldier,SHAYZIEN_WOUNDED_DOWN_4_EAST,shayzien_wounded_down_4_east,0,2,1,0,,1,1,1,1,1,1,,,,920,
6857,Wounded soldier,SHAYZIEN_WOUNDED_UP_4_EAST,shayzien_wounded_up_4_east,0,2,1,0,,1,1,1,1,1,1,,,,921,
6858,Look-out,SHAYZIEN_NORTHERN_GUARDIAN,shayzien_northern_guardian,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6859,Banker,SHAYZIEN_BANKER_M_NORTH,shayzien_banker_m_north,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6860,Banker,SHAYZIEN_BANKER_M_EAST,shayzien_banker_m_east,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6861,Banker,SHAYZIEN_BANKER_M_WEST,shayzien_banker_m_west,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6862,Banker,SHAYZIEN_BANKER_F_NORTH,shayzien_banker_f_north,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6863,Banker,SHAYZIEN_BANKER_F_EAST,shayzien_banker_f_east,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6864,Banker,SHAYZIEN_BANKER_F_WEST,shayzien_banker_f_west,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6865,General Salara,SHAYZIEN_BOSSTENT_STRATEGIST,shayzien_bosstent_strategist,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,922,
6866,General Babacus,SHAYZIEN_BOSSTENT_LOGISTICS,shayzien_bosstent_logistics,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,922,
6867,General Kilian,SHAYZIEN_BOSSTENT_ENGINEER,shayzien_bosstent_engineer,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,922,
6868,Soldier,SHAYZIEN_LIZARDFIGHTER_1,shayzien_lizardfighter_1,45,1,1,0,Talk-to,40,40,30,50,1,1,,,,923,"{""26"":1,""10"":10,""14"":7}"
6869,Soldier,SHAYZIEN_LIZARDFIGHTER_2,shayzien_lizardfighter_2,54,1,1,0,Talk-to,1,45,1,55,60,1,,,,923,"{""4"":8,""26"":4,""12"":7,""14"":3}"
6870,Soldier,SHAYZIEN_LIZARDFIGHTER_3,shayzien_lizardfighter_3,56,1,1,0,Talk-to,50,50,40,60,1,1,,,,923,"{""26"":0,""10"":7,""14"":5}"
6871,Soldier,SHAYZIEN_LIZARDFIGHTER_4,shayzien_lizardfighter_4,62,1,1,0,Talk-to,55,55,45,65,1,1,,,,923,"{""5"":1,""6"":1,""26"":2,""10"":6,""14"":5}"
6872,New Recruit Tony,SHAYZIEN_OUTOFPLACE_SOLDIER,shayzien_outofplace_soldier,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6873,Nurse Wooned,SHAYZIEN_NURSE1,shayzien_nurse1,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6874,Nurse Inn'Juree,SHAYZIEN_NURSE2,shayzien_nurse2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6875,Nurse Boubou,SHAYZIEN_NURSE_INFO,shayzien_nurse_info,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,922,
6876,Captain Rachelle,ZEAH_GENERAL_CENTRAL,zeah_general_central,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6877,Soldier,SHAYZIEN_HANDHOLDS_GUARD,shayzien_handholds_guard,0,2,1,0,Talk-to|Kill-count|Canyon-count (east)|Canyon-count (west),1,1,1,1,1,1,,,,922,
6878,Soldier,SHAYZIEN_TRAINEE_1,shayzien_trainee_1,0,1,1,0,,1,1,1,1,1,1,,,,0,
6879,Soldier,SHAYZIEN_TRAINEE_2,shayzien_trainee_2,0,1,1,0,,1,1,1,1,1,1,,,,0,
6880,Soldier,SHAYZIEN_TRAINEE_3,shayzien_trainee_3,0,1,1,0,,1,1,1,1,1,1,,,,0,
6881,Ranger,SHAYZIEN_RANGER,shayzien_ranger,0,1,1,0,,1,1,1,1,1,1,,,,0,
6882,Drill Sergeant,SHAYZIEN_EXERCISE_COMMANDER,shayzien_exercise_commander,0,1,1,0,,1,1,1,1,1,1,,,,0,
6883,Soldier,SHAYZIEN_EXERCISE_1_A,shayzien_exercise_1_a,0,1,1,0,,1,1,1,1,1,1,,,,924,
6884,Soldier,SHAYZIEN_EXERCISE_1_B,shayzien_exercise_1_b,0,1,1,0,,1,1,1,1,1,1,,,,924,
6885,Soldier,SHAYZIEN_EXERCISE_1_C,shayzien_exercise_1_c,0,1,1,0,,1,1,1,1,1,1,,,,924,
6886,Soldier,SHAYZIEN_EXERCISE_1_D,shayzien_exercise_1_d,0,1,1,0,,1,1,1,1,1,1,,,,924,
6887,Soldier,SHAYZIEN_EXERCISE_1_E,shayzien_exercise_1_e,0,1,1,0,,1,1,1,1,1,1,,,,924,
6888,Soldier,SHAYZIEN_EXERCISE_1_F,shayzien_exercise_1_f,0,1,1,0,,1,1,1,1,1,1,,,,924,
6889,Soldier,SHAYZIEN_EXERCISE_2_A,shayzien_exercise_2_a,0,1,1,0,,1,1,1,1,1,1,,,,924,
6890,Soldier,SHAYZIEN_EXERCISE_2_B,shayzien_exercise_2_b,0,1,1,0,,1,1,1,1,1,1,,,,924,
6891,Soldier,SHAYZIEN_EXERCISE_2_C,shayzien_exercise_2_c,0,1,1,0,,1,1,1,1,1,1,,,,924,
6892,Soldier,SHAYZIEN_EXERCISE_2_D,shayzien_exercise_2_d,0,1,1,0,,1,1,1,1,1,1,,,,924,
6893,Soldier,SHAYZIEN_EXERCISE_2_E,shayzien_exercise_2_e,0,1,1,0,,1,1,1,1,1,1,,,,924,
6894,Soldier,SHAYZIEN_EXERCISE_2_F,shayzien_exercise_2_f,0,1,1,0,,1,1,1,1,1,1,,,,924,
6895,Captain Ginea,SHAYZIEN_CRIME_CONTROLLER,shayzien_crime_controller,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6896,Gangster,SHAYZIEN_CRIMINAL_1,shayzien_criminal_1,45,1,1,0,Attack,40,50,30,40,1,1,,,,925,"{""7"":10,""26"":0,""10"":20,""14"":4}"
6897,Gangster,SHAYZIEN_CRIMINAL_2,shayzien_criminal_2,45,1,1,0,Attack,40,50,30,40,1,1,,,,925,"{""7"":10,""26"":2,""10"":30,""14"":4}"
6898,Gangster,SHAYZIEN_CRIMINAL_3,shayzien_criminal_3,50,1,1,0,Attack,50,40,40,45,1,1,,,,925,"{""7"":10,""26"":1,""10"":15,""14"":7}"
6899,Gangster,SHAYZIEN_CRIMINAL_4,shayzien_criminal_4,50,1,1,0,Attack,40,30,70,30,1,1,,,,925,"{""7"":10,""26"":2,""14"":4}"
6900,Gang boss,SHAYZIEN_CRIMINAL_BOSS_1_CHATTING,shayzien_criminal_boss_1_chatting,83,1,1,0,Attack,70,70,70,80,1,1,,,,926,"{""7"":10,""26"":1,""10"":30,""14"":3}"
6901,Gang boss,SHAYZIEN_CRIMINAL_BOSS_1_FIGHTING,shayzien_criminal_boss_1_fighting,83,1,1,0,Attack,70,70,70,80,1,1,,,,926,"{""7"":10,""26"":1,""10"":30,""14"":3}"
6902,Gang boss,SHAYZIEN_CRIMINAL_BOSS_2_CHATTING,shayzien_criminal_boss_2_chatting,76,1,1,0,Attack,1,70,1,80,80,1,,,,926,"{""4"":50,""7"":10,""26"":4,""12"":30,""14"":3}"
6903,Gang boss,SHAYZIEN_CRIMINAL_BOSS_2_FIGHTING,shayzien_criminal_boss_2_fighting,76,1,1,0,Attack,1,70,1,80,80,1,,,,926,"{""4"":50,""7"":10,""26"":4,""12"":30,""14"":3}"
6904,Soldier (tier 1),SHAYZIEN_ARMOUR_1_NONCOMBAT,shayzien_armour_1_noncombat,39,1,1,0,Talk-to,30,30,30,50,1,1,,,,0,"{""26"":1,""10"":11,""14"":7}"
6905,Soldier (tier 1),SHAYZIEN_ARMOUR_1_COMBAT,shayzien_armour_1_combat,39,1,1,0,Attack,30,30,30,50,1,1,,,,928,"{""26"":1,""10"":11,""14"":7,""46"":-1}"
6906,Soldier (tier 2),SHAYZIEN_ARMOUR_2_NONCOMBAT,shayzien_armour_2_noncombat,48,1,1,0,Talk-to,40,40,40,50,1,1,,,,0,"{""7"":10,""26"":2,""10"":30,""14"":4}"
6907,Soldier (tier 2),SHAYZIEN_ARMOUR_2_COMBAT,shayzien_armour_2_combat,48,1,1,0,Attack,40,40,40,50,1,1,,,,928,"{""26"":2,""10"":30,""14"":4,""46"":-1}"
6908,Soldier (tier 3),SHAYZIEN_ARMOUR_3_NONCOMBAT,shayzien_armour_3_noncombat,58,1,1,0,Talk-to,50,50,50,55,1,1,,,,0,"{""26"":0,""10"":8,""14"":5}"
6909,Soldier (tier 3),SHAYZIEN_ARMOUR_3_COMBAT,shayzien_armour_3_combat,58,1,1,0,Attack,50,50,50,55,1,1,,,,928,"{""26"":0,""10"":8,""14"":5,""46"":-1}"
6910,Soldier (tier 4),SHAYZIEN_ARMOUR_4_NONCOMBAT,shayzien_armour_4_noncombat,70,1,1,0,Talk-to,60,60,60,65,1,1,,,,0,"{""5"":1,""6"":1,""26"":2,""10"":8,""14"":5}"
6911,Soldier (tier 4),SHAYZIEN_ARMOUR_4_COMBAT,shayzien_armour_4_combat,70,1,1,0,Attack,60,60,60,65,1,1,,,,928,"{""5"":1,""6"":1,""26"":2,""10"":8,""14"":5,""46"":-1}"
6912,Soldier (tier 5),SHAYZIEN_ARMOUR_5_NONCOMBAT,shayzien_armour_5_noncombat,99,1,1,0,Talk-to,85,86,85,90,1,1,,,,0,"{""26"":2,""10"":5,""14"":4}"
6913,Soldier (tier 5),SHAYZIEN_ARMOUR_5_COMBAT,shayzien_armour_5_combat,99,1,1,0,Attack,85,86,85,90,1,1,,,,928,"{""26"":2,""10"":5,""14"":4,""46"":-1}"
6914,Lizardman,ZEAH_LIZARDMAN_1_VN,zeah_lizardman_1_vn,53,1,1,0,Attack,43,43,43,60,43,1,,,,929,"{""50"":90,""4"":22,""5"":-20,""6"":25,""10"":20,""26"":2,""12"":20}"
6915,Lizardman,ZEAH_LIZARDMAN_1_VP,zeah_lizardman_1_vp,53,1,1,0,Attack,43,43,43,60,43,1,,,,929,"{""50"":90,""4"":22,""5"":-20,""6"":25,""10"":20,""26"":2,""12"":20}"
6916,Lizardman,ZEAH_LIZARDMAN_2_VN,zeah_lizardman_2_vn,62,1,1,0,Attack,53,52,53,60,1,1,,,,929,"{""50"":90,""4"":28,""5"":-20,""6"":20,""7"":5,""10"":25,""26"":2,""12"":25}"
6917,Lizardman,ZEAH_LIZARDMAN_2_VP,zeah_lizardman_2_vp,62,1,1,0,Attack,53,52,53,60,1,1,,,,929,"{""50"":90,""4"":28,""5"":-20,""6"":20,""7"":5,""10"":25,""26"":2,""12"":25}"
6918,Lizardman brute,ZEAH_LIZARDMAN_3_VN,zeah_lizardman_3_vn,75,1,1,0,Attack,65,65,65,60,1,1,,,,929,"{""50"":90,""4"":34,""5"":-20,""6"":30,""7"":10,""10"":30,""26"":2,""12"":30}"
6919,Lizardman brute,ZEAH_LIZARDMAN_3_VP,zeah_lizardman_3_vp,75,1,1,0,Attack,65,65,65,60,1,1,,,,929,"{""50"":90,""4"":34,""5"":-20,""6"":30,""7"":10,""10"":30,""26"":2,""12"":30}"
6920,Farmer Gricoller,HOSIDIUS_TITHE_FARMER,hosidius_tithe_farmer,0,1,1,0,Talk-to|Rewards,1,1,1,1,1,1,,,,922,
6921,Marisi,HOSIDIUS_ALLOTMENT_GARDENER,hosidius_allotment_gardener,0,1,1,0,Talk-to|Pay (north-east)|Pay (south-west)|Trade,1,1,1,1,1,1,,,,459,
6922,Konoo,HOSIDIUS_SALTPETRE_MINER,hosidius_saltpetre_miner,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6923,null,VMQ1_GUARD_1,vmq1_guard_1,1,1,1,0,,1,1,1,1,1,1,9633,,"[-1,12668,12669,12670,-1]",1896,
6924,null,VMQ1_GUARD_2,vmq1_guard_2,1,1,1,0,,1,1,1,1,1,1,9634,,"[-1,12671,12672,12673,-1]",1896,
6925,null,VMQ1_GUARD_3,vmq1_guard_3,1,1,1,0,,1,1,1,1,1,1,9635,,"[-1,12674,12675,12676,-1]",1896,
6926,Ewesey,HOSIDIUS_SERVERY_CHEF,hosidius_servery_chef,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6927,Servery assistant,HOSIDIUS_SERVERY_WAITER_N,hosidius_servery_waiter_n,0,1,1,0,,1,1,1,1,1,1,,,,0,
6928,Servery assistant,HOSIDIUS_SERVERY_WAITER_S,hosidius_servery_waiter_s,0,1,1,0,,1,1,1,1,1,1,,,,0,
6929,Soldier,HOSIDIUS_SERVERY_DINER_SOUTH_1,hosidius_servery_diner_south_1,0,1,1,0,,1,1,1,1,1,1,,,,930,
6930,Soldier,HOSIDIUS_SERVERY_DINER_SOUTH_2,hosidius_servery_diner_south_2,0,1,1,0,,1,1,1,1,1,1,,,,930,
6931,Soldier,HOSIDIUS_SERVERY_DINER_SOUTH_3,hosidius_servery_diner_south_3,0,1,1,0,,1,1,1,1,1,1,,,,930,
6932,Soldier,HOSIDIUS_SERVERY_DINER_SOUTH_4,hosidius_servery_diner_south_4,0,1,1,0,,1,1,1,1,1,1,,,,930,
6933,Soldier,HOSIDIUS_SERVERY_DINER_NORTH_1,hosidius_servery_diner_north_1,0,1,1,0,,1,1,1,1,1,1,,,,930,
6934,Soldier,HOSIDIUS_SERVERY_DINER_NORTH_2,hosidius_servery_diner_north_2,0,1,1,0,,1,1,1,1,1,1,,,,930,
6935,Soldier,HOSIDIUS_SERVERY_DINER_NORTH_3,hosidius_servery_diner_north_3,0,1,1,0,,1,1,1,1,1,1,,,,930,
6936,Soldier,HOSIDIUS_SERVERY_DINER_NORTH_4,hosidius_servery_diner_north_4,0,1,1,0,,1,1,1,1,1,1,,,,930,
6937,Ramocean,HOSIDIUS_CITYKITCHEN_CHEF,hosidius_citykitchen_chef,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
6938,Talia,HOSIDIUS_CITYKITCHEN_ASSISTANT,hosidius_citykitchen_assistant,0,1,1,0,,1,1,1,1,1,1,,,,0,
6939,Banker,HOSIDIUS_BANKER_M_WEST,hosidius_banker_m_west,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6940,Banker,HOSIDIUS_BANKER_M_EAST,hosidius_banker_m_east,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6941,Banker,HOSIDIUS_BANKER_F_WEST,hosidius_banker_f_west,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6942,Banker,HOSIDIUS_BANKER_F_EAST,hosidius_banker_f_east,0,1,1,0,Talk-to|Bank|Collect,1,1,1,1,1,1,,,,249,
6943,Horace,HOSIDIUS_GENERALSTORE,hosidius_generalstore,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
6944,Vannah,HOSIDIUS_FARMINGSTORE,hosidius_farmingstore,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
6945,Logava,HOSIDIUS_FOODSTORE,hosidius_foodstore,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
