id,name,runelite_const,config_name,size_x,size_y,ops,blocks_projectile,obstructs_ground,wall_or_door,varbit_id,varp_id,multi_children,category,map_scene_id
34906,null,FARMING_CRYSTAL_TREE_PATCH_1,farming_crystal_tree_patch_1,2,2,,1,0,1,4775,,"[34910,34909,34908,34907,-1,-1,-1,-1,34911,34912,34913,34914,34915,34916,34917,34918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,33698,-1]",210,
34907,Crystal tree patch,CRYSTAL_TREE_PATCH_WEEDED,crystal_tree_patch_weeded,2,2,Inspect|Guide,1,0,1,,,,0,
34908,Crystal tree patch,CRYSTAL_TREE_PATCH_WEEDS_1,crystal_tree_patch_weeds_1,2,2,Rake|Inspect|Guide,1,0,1,,,,0,
34909,Crystal tree patch,CRYSTAL_TREE_PATCH_WEEDS_2,crystal_tree_patch_weeds_2,2,2,Rake|Inspect|Guide,1,0,1,,,,0,
34910,Crystal tree patch,CRYSTAL_TREE_PATCH_WEEDS_3,crystal_tree_patch_weeds_3,2,2,Rake|Inspect|Guide,1,0,1,,,,0,
34911,Crystal tree,CRYSTAL_TREE_TREE_SEEDLING,crystal_tree_tree_seedling,2,2,Inspect|Guide,1,0,1,,,,0,
34912,Crystal tree,CRYSTAL_TREE_TREE_1,crystal_tree_tree_1,2,2,Inspect|Guide,1,0,1,,,,0,
34913,Crystal tree,CRYSTAL_TREE_TREE_2,crystal_tree_tree_2,2,2,Inspect|Guide,1,0,1,,,,0,
34914,Crystal tree,CRYSTAL_TREE_TREE_3,crystal_tree_tree_3,2,2,Inspect|Guide,1,0,1,,,,0,
34915,Crystal tree,CRYSTAL_TREE_TREE_4,crystal_tree_tree_4,2,2,Inspect|Guide,1,0,1,,,,0,
34916,Crystal tree,CRYSTAL_TREE_TREE_5,crystal_tree_tree_5,2,2,Inspect|Guide,1,0,1,,,,0,
34917,Crystal tree,CRYSTAL_TREE_TREE_CLAIMXP,crystal_tree_tree_claimxp,2,2,Check-health|Inspect|Guide,1,0,1,,,,0,
34918,Crystal tree,CRYSTAL_TREE_TREE_FULLYGROWN,crystal_tree_tree_fullygrown,2,2,Chop-down|Inspect|Guide,1,0,1,,,,0,
34919,null,FARMING_FLOWER_PATCH_7,farming_flower_patch_7,2,2,,1,0,1,4773,,"[7843,7842,7841,7840,7843,7843,7843,7843,7867,7868,7869,7870,7871,7899,7900,7901,7902,7903,7883,7884,7885,7886,7887,7919,7920,7921,7922,7923,7851,7852,7853,7854,7855,7918,7917,7916,7915,33650,33651,33652,33653,33654,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7872,7873,7874,7875,7843,7904,7905,7906,7907,7843,7888,7889,7890,7891,7843,7924,7925,7926,7927,7843,7856,7857,7858,7859,7843,7843,7843,7843,7843,33655,33656,33657,33658,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7876,7877,7878,7843,7843,7908,7909,7910,7843,7843,7892,7893,7894,7843,7843,7928,7929,7930,7843,7843,7860,7861,7862,7843,7843,7843,7843,7843,7843,33659,33660,33661,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7879,7880,7881,7882,7843,7911,7912,7913,7914,7843,7895,7896,7897,7898,7843,7931,7932,7933,7934,7843,7863,7864,7865,7866,7843,7843,7843,7843,7843,33662,33663,33664,33665,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,-1]",210,
34920,null,FARMING_COMPOST_BIN_6,farming_compost_bin_6,1,1,,1,0,1,4774,,"[7808,3830,3835,3836,3837,3838,3839,3840,3841,3842,3843,3844,3845,3846,3847,3848,3851,3852,3853,3854,19054,19055,19056,19057,19058,19059,19060,19061,19062,19063,19064,3849,3849,19066,19067,19068,19069,19070,19071,19072,19073,19074,19075,19076,19077,19078,19079,19080,19083,19084,19085,19086,19087,19088,19089,19090,19091,19092,19093,19094,19095,19096,19097,-1,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,19081,19081,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,19082,-1,-1,19098,19099,19100,19101,19102,19103,19104,19105,19106,19107,19108,19109,19110,19111,20099,20102,20103,20104,20105,20106,20107,20108,20109,20110,20111,20112,20113,20114,20115,20116,20100,20100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30502,30503,30504,30505,30506,30507,30508,30509,30510,30511,30512,30513,30514,30515,30516,-1,-1,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,7813,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,-1]",210,
34921,null,FARMING_VEG_PATCH_15,farming_veg_patch_15,1,1,,1,0,1,4772,,"[8576,8575,8574,8573,8576,8576,8558,8559,8560,8561,8562,8562,8562,8580,8581,8582,8583,8584,8584,8584,8535,8536,8537,8538,8539,8539,8539,8641,8642,8643,8644,8645,8645,8645,8618,8619,8620,8621,8622,8623,8624,8624,8624,8595,8596,8597,8598,8599,8600,8601,8601,8601,8656,8657,8658,8659,8660,8661,8662,8663,8664,8664,8664,33674,33675,33676,33677,33678,33679,33680,8563,8564,8565,8566,8576,8576,8576,8585,8586,8587,8588,8576,8576,8576,8540,8541,8542,8543,8576,8576,8576,8646,8647,8648,8649,8576,8576,8576,8625,8626,8627,8628,8629,8630,8576,8576,8576,8602,8603,8604,8605,8606,8607,8576,8576,8576,8665,8666,8667,8668,8669,8670,8671,8672,8576,8576,8576,8576,33666,33667,33668,33669,33670,33671,33672,8567,8568,8569,33673,33673,33673,8576,8589,8590,8591,8576,8576,8576,8576,8544,8545,8546,8576,8576,8576,8576,8650,8651,8652,8576,8576,8576,8576,8631,8632,8633,8634,8635,8576,8576,8576,8576,8608,8609,8610,8611,8612,8576,8576,8576,8576,8673,8674,8675,8676,8677,8678,8679,8576,8576,8576,8576,8576,33687,33688,33689,33681,33682,33683,8570,8571,8572,33684,33685,33686,8576,8592,8593,8594,33690,33691,33692,8576,8547,8548,8549,8576,8576,8576,8576,8653,8654,8655,8576,8576,8576,8576,8636,8637,8638,8639,8640,8576,8576,8576,8576,8613,8614,8615,8616,8617,8576,8576,8576,8576,8680,8681,8682,8683,8684,8685,8686,8576,8576,8576,8576,-1]",210,
34922,null,FARMING_VEG_PATCH_14,farming_veg_patch_14,1,1,,1,0,1,4771,,"[8576,8575,8574,8573,8576,8576,8558,8559,8560,8561,8562,8562,8562,8580,8581,8582,8583,8584,8584,8584,8535,8536,8537,8538,8539,8539,8539,8641,8642,8643,8644,8645,8645,8645,8618,8619,8620,8621,8622,8623,8624,8624,8624,8595,8596,8597,8598,8599,8600,8601,8601,8601,8656,8657,8658,8659,8660,8661,8662,8663,8664,8664,8664,33674,33675,33676,33677,33678,33679,33680,8563,8564,8565,8566,8576,8576,8576,8585,8586,8587,8588,8576,8576,8576,8540,8541,8542,8543,8576,8576,8576,8646,8647,8648,8649,8576,8576,8576,8625,8626,8627,8628,8629,8630,8576,8576,8576,8602,8603,8604,8605,8606,8607,8576,8576,8576,8665,8666,8667,8668,8669,8670,8671,8672,8576,8576,8576,8576,33666,33667,33668,33669,33670,33671,33672,8567,8568,8569,33673,33673,33673,8576,8589,8590,8591,8576,8576,8576,8576,8544,8545,8546,8576,8576,8576,8576,8650,8651,8652,8576,8576,8576,8576,8631,8632,8633,8634,8635,8576,8576,8576,8576,8608,8609,8610,8611,8612,8576,8576,8576,8576,8673,8674,8675,8676,8677,8678,8679,8576,8576,8576,8576,8576,33687,33688,33689,33681,33682,33683,8570,8571,8572,33684,33685,33686,8576,8592,8593,8594,33690,33691,33692,8576,8547,8548,8549,8576,8576,8576,8576,8653,8654,8655,8576,8576,8576,8576,8636,8637,8638,8639,8640,8576,8576,8576,8576,8613,8614,8615,8616,8617,8576,8576,8576,8576,8680,8681,8682,8683,8684,8685,8686,8576,8576,8576,8576,-1]",210,
34923,Staircase,STAIRSDOWN_NOOP,stairsdown_noop,2,3,,1,0,1,,,,0,7
34924,Staircase,SPIRALSTAIRS_NOOP,spiralstairs_noop,2,2,,1,0,1,,,,0,7
34925,Ladder,LADDER_NOOP,ladder_noop,1,1,,1,0,1,,,,0,7
34926,Door,POORDOOR_CROSS_VIS,poordoor_cross_vis,1,1,Open,1,0,1,,,,0,
34927,Door,POORDOOR_VIS,poordoor_vis,1,1,Open,1,0,1,,,,0,
34928,Door,POORDOOR_CROSSOPEN_VIS,poordoor_crossopen_vis,1,1,Close,1,0,1,,,,0,
34929,Door,POORDOOR_OPEN_VIS,poordoor_open_vis,1,1,Close,1,0,1,,,,0,
34930,Door,ELFDOOR_NOOP,elfdoor_noop,1,1,,1,0,1,,,,0,
34931,Door,PRISONDOOR_NOOP,prisondoor_noop,1,1,,0,0,1,,,,0,
34932,Door,POORDOOR_NOOP,poordoor_noop,1,1,,1,0,1,,,,0,
34933,Dead tree,DEADTREE1_NOOP,deadtree1_noop,2,2,,1,0,1,,,,0,6
34934,Dead tree,DEADTREE2_NOOP,deadtree2_noop,1,1,,1,0,1,,,,0,27
34935,Dead tree,DEADTREE2_DARK_NOOP,deadtree2_dark_noop,1,1,,1,0,1,,,,0,27
34936,Table,RIMMINGTON_TABLE,rimmington_table,2,1,,0,0,1,,,,156,
34937,Bucket,PRISON_BUCKET_NOOP,prison_bucket_noop,1,1,,0,0,1,,,,0,
34938,Spear wall,SPEARWALL_SKEW,spearwall_skew,2,1,,0,0,1,,,,0,
34939,Drawers,DRAWERS1_NOOP,drawers1_noop,1,1,,1,0,1,,,,0,
34940,Sacks,SACKS_NOOP,sacks_noop,1,1,,1,0,1,,,,220,
34941,Chest,CHESTCLOSED_NOOP,chestclosed_noop,1,1,,1,0,1,,,,0,
34942,Chest,CHESTCLOSEDGOLD_NOOP,chestclosedgold_noop,1,1,,1,0,1,,,,0,
34943,Sink,SINK2_NOOP,sink2_noop,1,2,,0,0,1,,,,0,
34944,Table,BIGTABLE3,bigtable3,3,1,,0,0,1,,,,156,
34945,null,RUNECRAFT_ICON,runecraft_icon,1,1,,1,1,0,,,,0,
34946,null,SINGING_BOWL_ICON,singing_bowl_icon,1,1,,1,1,0,,,,0,
34947,Portal,POH_PRIFDDINAS_PORTAL,poh_prifddinas_portal,5,2,Enter|Home|Build mode|Friend's house,1,0,1,,,,486,64
34948,Gangplank,SAILING_PRIF_SHIPPLANK_ON,sailing_prif_shipplank_on,1,1,Cross,1,0,1,,,,0,
34949,Gangplank,SAILING_PRIF_SHIPPLANK_OFF,sailing_prif_shipplank_off,1,1,Cross,1,0,1,,,,0,
34950,Inconspicuous crate (master),HIDEY_UNBUILT_CRATE_MASTER_NOOP,hidey_unbuilt_crate_master_noop,1,1,,1,0,1,,,,0,
34951,STASH (master),HIDEY_CRATE_MASTER_NOOP,hidey_crate_master_noop,1,1,,1,0,1,,,,0,
34952,null,HH_MASTER011_NOOP,hh_master011_noop,1,1,,0,0,1,5292,,"[34950,34951,-1]",960,
34953,null,HH_MASTER022,hh_master022,1,1,Build|Search,0,0,1,8443,,"[28952,28953,-1]",960,
34954,,BR_CROSSING_STARTPOINT,br_crossing_startpoint,1,1,,0,1,1,,,,0,22
34955,Rope,BR_ROPEPILE,br_ropepile,1,1,Take,0,0,1,,,,0,81
34956,Soft clay rocks,SOFTCLAYROCK1,softclayrock1,1,1,Mine,0,0,1,,,,1342,12
34957,Soft clay rocks,SOFTCLAYROCK2,softclayrock2,1,1,Mine,0,0,1,,,,1342,12
34958,Elven lamp,REGICIDE_CRYSTAL_LAMP_BLOCKWALK_ONLY,regicide_crystal_lamp_blockwalk_only,1,1,,0,0,1,,,,0,
34959,Loom,REGICIDE_LOOM_NOOP,regicide_loom_noop,1,1,,1,0,1,,,,0,
34960,Tracks,REGICIDE_OLD_CAMP_FOOTPRINTS_VIS,regicide_old_camp_footprints_vis,1,1,,0,0,1,,,,0,
34961,Tracks,REGICIDE_OLD_CAMP_FOOTPRINTS_VIS_OP,regicide_old_camp_footprints_vis_op,1,1,Follow,0,0,1,,,,0,
34962,Tall Reeds,TALL_REEDS_NOOP,tall_reeds_noop,1,1,,0,0,1,,,,0,
34963,Guard,MOURNING_DEAD_GUARD4,mourning_dead_guard4,1,1,Search,1,0,1,,,,0,
34964,Cave,CAVEWALLTUNNEL_TO_TEMPLE_NOOP,cavewalltunnel_to_temple_noop,1,1,,1,0,1,,,,0,
34965,Pillar,STONEPILLAR_SMALL_WATERFALL_QUEST_NOOP,stonepillar_small_waterfall_quest_noop,1,1,,1,0,1,,,,0,
34966,Pillar,STONEPILLAR_SMALL_WATERFALL_QUEST_OP,stonepillar_small_waterfall_quest_op,1,1,Inspect,1,0,1,,,,0,
34967,Statue of Baxtorian,STATUE_KING_WATERFALL_QUEST_STATUE,statue_king_waterfall_quest_statue,1,1,,1,0,1,,,,0,
34968,Statue Plinth,STATUE_KING_WATERFALL_QUEST_PLINTH,statue_king_waterfall_quest_plinth,1,1,,1,0,1,,,,0,
34969,Statue of Baxtorian,STATUE_KING_WATERFALL_QUEST_CUTSCENE,statue_king_waterfall_quest_cutscene,1,1,,1,0,1,,,,0,
34970,null,SOTE_WARPED_LIBRARY_DESK_LVL2_02,sote_warped_library_desk_lvl2_02,2,2,,1,0,0,,,,0,
34971,null,SOTE_WARPED_LIBRARY_DESK_LVL2_02_BOTH_OUT,sote_warped_library_desk_lvl2_02_both_out,2,2,,1,0,0,,,,0,
34972,null,SOTE_WARPED_LIBRARY_DESK_LVL2_02_RIGHT_OUT,sote_warped_library_desk_lvl2_02_right_out,2,2,,1,0,0,,,,0,
34973,null,SOTE_WARPED_LIBRARY_DESK_LVL2_02_LEFT_OUT,sote_warped_library_desk_lvl2_02_left_out,2,2,,1,0,0,,,,0,
34974,null,SOTE_WARPED_LIBRARY_DESK_END_LVL2_03,sote_warped_library_desk_end_lvl2_03,1,2,,1,0,0,,,,0,
34975,null,SOTE_WARPED_LIBRARY_DESK_END_LVL2_03_OUT,sote_warped_library_desk_end_lvl2_03_out,1,2,,1,0,0,,,,0,
34976,null,SOTE_WARPED_LIBRARY_DESK_END_LVL2_04,sote_warped_library_desk_end_lvl2_04,1,2,,1,0,0,,,,0,
34977,null,SOTE_WARPED_LIBRARY_DESK_END_LVL2_04_OUT,sote_warped_library_desk_end_lvl2_04_out,1,2,,1,0,0,,,,0,
34978,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_01,sote_warped_library_floor_lvl2_centre_01,1,1,,1,0,0,,,,0,
34979,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_02,sote_warped_library_floor_lvl2_centre_02,1,1,,1,0,0,,,,0,
34980,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_02_ICON,sote_warped_library_floor_lvl2_centre_02_icon,1,1,,1,0,0,,,,0,
34981,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_03,sote_warped_library_floor_lvl2_centre_03,1,1,,1,0,0,,,,0,
34982,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_04,sote_warped_library_floor_lvl2_centre_04,1,1,,1,0,0,,,,0,
34983,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_05,sote_warped_library_floor_lvl2_centre_05,1,1,,1,0,0,,,,0,
34984,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CENTRE_06,sote_warped_library_floor_lvl2_centre_06,1,1,,1,0,0,,,,0,
34985,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_EDGE_01,sote_warped_library_floor_lvl2_edge_01,1,1,,1,0,0,,,,0,
34986,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_EDGE_02,sote_warped_library_floor_lvl2_edge_02,1,1,,1,0,0,,,,0,
34987,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_EDGE_03,sote_warped_library_floor_lvl2_edge_03,1,1,,1,0,0,,,,0,
34988,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_EDGE_04,sote_warped_library_floor_lvl2_edge_04,1,1,,1,0,0,,,,0,
34989,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_END_01,sote_warped_library_floor_lvl2_end_01,1,1,,1,0,0,,,,0,
34990,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_END_02,sote_warped_library_floor_lvl2_end_02,1,1,,1,0,0,,,,0,
34991,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_END_03,sote_warped_library_floor_lvl2_end_03,1,1,,1,0,0,,,,0,
34992,null,SOTE_WARPED_LIBRARY_FLOOR_LVL2_CORNER_01,sote_warped_library_floor_lvl2_corner_01,1,1,,1,0,0,,,,0,
34993,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01,sote_warped_library_bookcase_lvl2_01,2,1,,1,0,0,,,,0,
34994,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02,sote_warped_library_bookcase_lvl2_02,2,1,,1,0,0,,,,0,
34995,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_03,sote_warped_library_bookcase_lvl2_03,3,1,,1,0,0,,,,0,
34996,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_04,sote_warped_library_bookcase_lvl2_04,2,1,,1,0,0,,,,0,
34997,null,SOTE_WARPED_LIBRARY_PILLAR_LVL2_01,sote_warped_library_pillar_lvl2_01,1,1,,1,0,0,,,,0,
34998,null,SOTE_WARPED_LIBRARY_PILLAR_LVL2_02,sote_warped_library_pillar_lvl2_02,1,1,,1,0,0,,,,0,
34999,null,SOTE_WARPED_LIBRARY_PILLAR_LVL2_03,sote_warped_library_pillar_lvl2_03,1,1,,1,0,0,,,,0,
35000,null,SOTE_WARPED_LIBRARY_PILLAR_LVL2_04,sote_warped_library_pillar_lvl2_04,1,2,,1,0,0,,,,0,
35001,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_AMLODD_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_amlodd_lower_lvl2,2,1,,1,0,0,,,,0,
35002,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_AMLODD_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_amlodd_upper_lvl2,2,1,,1,0,0,,,,0,
35003,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_CADARN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_cadarn_lower_lvl2,2,1,,1,0,0,,,,0,
35004,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_CADARN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_cadarn_upper_lvl2,2,1,,1,0,0,,,,0,
35005,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_CRWYS_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_crwys_lower_lvl2,2,1,,1,0,0,,,,0,
35006,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_CRWYS_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_crwys_upper_lvl2,2,1,,1,0,0,,,,0,
35007,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_HEFIN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_hefin_lower_lvl2,2,1,,1,0,0,,,,0,
35008,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_HEFIN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_hefin_upper_lvl2,2,1,,1,0,0,,,,0,
35009,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_IORWERTH_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_iorwerth_lower_lvl2,2,1,,1,0,0,,,,0,
35010,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_IORWERTH_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_iorwerth_upper_lvl2,2,1,,1,0,0,,,,0,
35011,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_ITHELL_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_ithell_lower_lvl2,2,1,,1,0,0,,,,0,
35012,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_ITHELL_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_ithell_upper_lvl2,2,1,,1,0,0,,,,0,
35013,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_MEILYR_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_meilyr_lower_lvl2,2,1,,1,0,0,,,,0,
35014,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_MEILYR_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_meilyr_upper_lvl2,2,1,,1,0,0,,,,0,
35015,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_TRAHAEARN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_01_trahaearn_lower_lvl2,2,1,,1,0,0,,,,0,
35016,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_01_TRAHAEARN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_01_trahaearn_upper_lvl2,2,1,,1,0,0,,,,0,
35017,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_AMLODD_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_amlodd_lower_lvl2,2,1,,1,0,0,,,,0,
35018,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_AMLODD_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_amlodd_upper_lvl2,2,1,,1,0,0,,,,0,
35019,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_CADARN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_cadarn_lower_lvl2,2,1,,1,0,0,,,,0,
35020,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_CADARN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_cadarn_upper_lvl2,2,1,,1,0,0,,,,0,
35021,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_CRWYS_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_crwys_lower_lvl2,2,1,,1,0,0,,,,0,
35022,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_CRWYS_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_crwys_upper_lvl2,2,1,,1,0,0,,,,0,
35023,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_HEFIN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_hefin_lower_lvl2,2,1,,1,0,0,,,,0,
35024,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_HEFIN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_hefin_upper_lvl2,2,1,,1,0,0,,,,0,
35025,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_IORWERTH_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_iorwerth_lower_lvl2,2,1,,1,0,0,,,,0,
35026,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_IORWERTH_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_iorwerth_upper_lvl2,2,1,,1,0,0,,,,0,
35027,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_ITHELL_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_ithell_lower_lvl2,2,1,,1,0,0,,,,0,
35028,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_ITHELL_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_ithell_upper_lvl2,2,1,,1,0,0,,,,0,
35029,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_MEILYR_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_meilyr_lower_lvl2,2,1,,1,0,0,,,,0,
35030,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_MEILYR_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_meilyr_upper_lvl2,2,1,,1,0,0,,,,0,
35031,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_TRAHAEARN_LOWER_LVL2,sote_warped_library_bookcase_lvl2_02_trahaearn_lower_lvl2,2,1,,1,0,0,,,,0,
35032,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL2_02_TRAHAEARN_UPPER_LVL2,sote_warped_library_bookcase_lvl2_02_trahaearn_upper_lvl2,2,1,,1,0,0,,,,0,
35033,Bust,SOTE_BUSTS_AMLODD_LVL2,sote_busts_amlodd_lvl2,1,1,,1,0,1,,,,0,
35034,Bust,SOTE_BUSTS_BAXTORIAN_LVL2,sote_busts_baxtorian_lvl2,1,1,,1,0,1,,,,0,
35035,Bust,SOTE_BUSTS_HEFIN_LVL2,sote_busts_hefin_lvl2,1,1,,1,0,1,,,,0,
35036,Bust,SOTE_BUSTS_IORWERTH_LVL2,sote_busts_iorwerth_lvl2,1,1,,1,0,1,,,,0,
35037,Bust,SOTE_BUSTS_MEILYR_LVL2,sote_busts_meilyr_lvl2,1,1,,1,0,1,,,,0,
35038,Bust,SOTE_BUSTS_TRAHAEARN_LVL2,sote_busts_trahaearn_lvl2,1,1,,1,0,1,,,,0,
35039,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL3_01,sote_warped_library_bookcase_lvl3_01,2,1,,1,0,0,,,,0,
35040,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL3_01_AMLODD_LOWER,sote_warped_library_bookcase_lvl3_01_amlodd_lower,2,1,,1,0,0,,,,0,
35041,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL3_01_AMLODD_UPPER,sote_warped_library_bookcase_lvl3_01_amlodd_upper,2,1,,1,0,0,,,,0,
35042,null,SOTE_WARPED_LIBRARY_BOOKCASE_LVL3_02,sote_warped_library_bookcase_lvl3_02,2,1,,1,0,0,,,,0,
